driver_id,driver_name,vehicle_type,city,rating,status
D02174,Albert Jimenez,Sedan,Bishan,4.34,Active
D02175,Cindy Tucker,Premium,Toa Payoh,4.97,Active
D02176,David Alexander,MPV,Ang Mo Kio,4.47,Active
D02177,Eric Smith,Electric,Bedok,3.54,Active
D02178,Sharon Henderson,Sedan,Bishan,4.1,Active
D02179,Taylor Short,Sedan,Bedok,4.88,Active
D02180,Rodney Pruitt,Electric,Yishun,3.77,Active
D02181,Richard Holden,Electric,Tampines,4.49,Active
D02182,Edward Cherry,Sedan,Jurong,4.91,Active
D02183,Sarah Brown,Premium,Tampines,4.43,Active
D02184,Amber Torres,Electric,Yishun,4.06,Active
D02185,Alexandra Stevens,Hatchback,Tampines,4.18,Inactive
D02186,Lisa Wise,Electric,Bishan,4.46,Active
D02187,Yolanda Trujillo,Sedan,Woodlands,4.39,Active
D02188,Ryan Moore,Electric,Woodlands,4.19,Active
D02189,Cathy Clay,Electric,Jurong,4.54,Active
D02190,Debra Shelton,SUV,Singapore,4.47,Active
D02191,Jonathan Clark,Hatchback,Woodlands,4.62,Active
D02192,Kathryn Austin,Electric,Tampines,3.76,Active
D02193,Lori Long,Sedan,Bedok,3.7,Inactive
D02194,Marisa Harris,Sedan,Toa Payoh,3.54,Active
D02195,Christopher Franklin,Hatchback,Bishan,4.1,Active
D02196,Mr. Philip Fisher,Premium,Yishun,3.93,Active
D02197,Andrea Gallagher,Sedan,Ang Mo Kio,4.74,Active
D02198,Roy Meyer,Sedan,Bedok,4.91,Active
D02199,Alyssa Martin,Premium,Woodlands,4.45,Suspended
D02200,Renee Gray,MPV,Tampines,4.48,Active
D02201,John Lowe,Premium,Singapore,4.48,Active
D02202,Rebecca Montgomery,MPV,Tampines,4.36,Active
D02203,Hector Keller,MPV,Tampines,4.74,Active
D02204,Benjamin Jones,Premium,Punggol,3.85,Active
D02205,Natalie Lowe,Electric,Bishan,4.8,Active
D02206,Sharon Brown,Electric,Tampines,3.51,Active
D02207,April Oliver,Electric,Yishun,3.94,Active
D02208,Paula Blevins,Hatchback,Yishun,3.82,Active
D02209,Zachary Richard,Premium,Bishan,4.64,Active
D02210,Heather Solis,SUV,Bedok,4.57,Active
D02211,Pamela Fernandez,Hatchback,Ang Mo Kio,4.96,Active
D02212,Gary Hobbs,MPV,Yishun,4.19,Active
D02213,Breanna Vincent,Premium,Tampines,3.86,Active
D02214,Michael Kelly,Premium,Bedok,4.81,Active
D02215,Jesse Fritz,SUV,Jurong,3.59,Active
D02216,James Jones Jr.,SUV,Toa Payoh,4.18,Inactive
D02217,Erik Smith,Premium,Yishun,4.53,Inactive
D02218,Angelica Webster,MPV,Bishan,4.7,Active
D02219,Kelly Murphy,MPV,Bedok,4.48,Active
D02220,Elaine Wells,Sedan,Bishan,4.09,Active
D02221,Hailey Martin,Hatchback,Woodlands,3.51,Active
D02222,Lorraine Allen,Hatchback,Yishun,4.59,Active
D02223,Diane Cooper,Sedan,Singapore,4.68,Active
D02224,Edwin Ball,Electric,Tampines,3.62,Active
D02225,Jon Walls,Premium,Singapore,4.85,Active
D02226,Tiffany Ramirez,MPV,Yishun,4.91,Active
D02227,Kimberly Young,Sedan,Singapore,4.46,Active
D02228,Amber Torres,SUV,Ang Mo Kio,3.51,Active
D02229,Stephanie Silva,Hatchback,Tampines,4.78,Active
D02230,Angel Williamson,Electric,Jurong,3.88,Active
D02231,Clayton Clark,Electric,Bishan,3.55,Active
D02232,Jody Rojas,SUV,Punggol,3.88,Active
D02233,Rebecca Marshall,Sedan,Toa Payoh,4.75,Active
D02234,Jennifer Bowen,Electric,Woodlands,4.18,Active
D02235,Dr. Norman Bell,SUV,Yishun,3.89,Active
D02236,Gail Bell,Premium,Ang Mo Kio,3.91,Active
D02237,Daniel Galloway,Sedan,Toa Payoh,3.83,Active
D02238,Kelly Henry,Hatchback,Jurong,4.25,Active
D02239,James Collins,Electric,Toa Payoh,3.99,Active
D02240,Monica Kelly,Premium,Woodlands,4.65,Active
D02241,Kevin Dennis,SUV,Singapore,3.85,Active
D02242,Rose Martinez,MPV,Tampines,3.68,Active
D02243,Howard Jackson,SUV,Singapore,4.46,Active
D02244,Mrs. Jenna Rodriguez,Premium,Woodlands,4.53,Suspended
D02245,Derrick Wilson,Premium,Woodlands,4.78,Active
D02246,Ashley Walker,SUV,Bishan,4.86,Active
D02247,Scott Harrington,Premium,Bedok,3.67,Active
D02248,Michael Brown,Sedan,Toa Payoh,4.22,Active
D02249,Kimberly Mcpherson,Premium,Bishan,4.73,Active
D02250,Ryan Ortega,Electric,Singapore,4.96,Active
D02251,Lisa Cortez,SUV,Punggol,3.84,Active
D02252,Lori Haynes,Sedan,Bedok,4.07,Active
D02253,Cynthia Huerta,Premium,Yishun,4.26,Active
D02254,Emily Dorsey,Sedan,Bishan,3.69,Active
D02255,James Grant,MPV,Singapore,4.96,Inactive
D02256,Terri Schmidt,SUV,Woodlands,4.98,Active
D02257,Wendy Evans,MPV,Bishan,4.62,Active
D02258,Sarah Price,Premium,Bedok,3.97,Active
D02259,Danielle Wilson,Hatchback,Bedok,3.73,Active
D02260,Evan Woods,SUV,Yishun,4.1,Active
D02261,Julie Haynes,Electric,Ang Mo Kio,4.4,Active
D02262,Tony Diaz,SUV,Jurong,4.71,Active
D02263,Michelle Hebert,Electric,Punggol,3.65,Active
D02264,Michael Torres,Premium,Punggol,4.39,Active
D02265,Shane Swanson,Electric,Bishan,4.56,Active
D02266,Christie Campbell,Premium,Jurong,3.56,Active
D02267,Cindy Smith,MPV,Toa Payoh,4.38,Active
D02268,Karen Maxwell,Electric,Toa Payoh,4.15,Active
D02269,Matthew Jacobs,MPV,Jurong,4.35,Active
D02270,Pamela Harrell,Sedan,Jurong,3.66,Active
D02271,Terri Blair,SUV,Punggol,4.22,Active
D02272,Ronnie Drake,Hatchback,Bedok,3.52,Active
D02273,Jason Leonard,Hatchback,Yishun,4.23,Active
D02274,Lindsay Jones,Electric,Punggol,3.98,Active
D02275,Victor Bailey,Electric,Woodlands,4.75,Active
D02276,Tonya Williams,SUV,Tampines,3.94,Active
D02277,Colleen Mckenzie,Premium,Tampines,3.69,Active
D02278,Evan Vasquez,SUV,Punggol,4.07,Active
D02279,Christian Lynch,Sedan,Woodlands,4.23,Active
D02280,Katherine Johnson,Hatchback,Punggol,3.74,Active
D02281,Todd Mckee,MPV,Tampines,3.82,Active
D02282,Michelle Keller,MPV,Bishan,3.81,Active
D02283,Kevin Parker PhD,Electric,Ang Mo Kio,4.24,Active
D02284,Jesse Davis,Premium,Bishan,4.36,Active
D02285,Denise Daugherty,Premium,Toa Payoh,4.5,Active
D02286,Julie Owens,Electric,Tampines,4.72,Suspended
D02287,Michael Smith,Sedan,Singapore,4.55,Inactive
D02288,Julie Wilson,Electric,Woodlands,4.06,Active
D02289,Johnathan Spencer,MPV,Singapore,4.06,Active
D02290,Sheila Robertson,SUV,Singapore,4.57,Active
D02291,Jordan Turner,MPV,Toa Payoh,4.06,Inactive
D02292,Kimberly Herrera,Hatchback,Ang Mo Kio,4.16,Active
D02293,Robert Mendoza,Electric,Singapore,4.99,Active
D02294,Gail Woods,Electric,Ang Mo Kio,3.73,Active
D02295,Todd Davis,MPV,Bishan,4.49,Active
D02296,Dean Williams,MPV,Singapore,3.89,Active
D02297,Charles Johnson,Premium,Bedok,3.65,Active
D02298,Nathaniel Wallace,Electric,Yishun,3.86,Active
D02299,Barbara Lowe,Hatchback,Bishan,4.49,Active
D02300,Sabrina Harris,Premium,Bishan,4.53,Active
D02301,Amy Brown,Hatchback,Woodlands,4.09,Active
D02302,Michael Phillips,Electric,Ang Mo Kio,4.62,Suspended
D02303,Dalton Padilla,Premium,Bishan,4.42,Active
D02304,Mary Richmond,Premium,Bedok,3.67,Active
D02305,Angie Mclaughlin,Premium,Punggol,3.59,Active
D02306,Kelly Hubbard,Hatchback,Tampines,3.65,Active
D02307,Michelle Hammond,MPV,Yishun,3.8,Active
D02308,Tyler Fleming,Premium,Yishun,4.76,Active
D02309,Traci Rodriguez,Electric,Tampines,4.98,Active
D02310,Ms. Elizabeth Vargas,SUV,Bishan,3.92,Active
D02311,Cathy Braun,Premium,Punggol,4.15,Active
D02312,Albert Strong,Hatchback,Bishan,3.52,Active
D02313,Melissa Hernandez,Sedan,Punggol,4.55,Active
D02314,Phillip Harrington,MPV,Tampines,4.6,Active
D02315,Amanda Hays,Sedan,Punggol,4.67,Active
D02316,Stephen Taylor,Hatchback,Ang Mo Kio,4.57,Active
D02317,Cole Moore,Premium,Yishun,4.37,Active
D02318,Lauren Carter,Electric,Bishan,3.56,Active
D02319,Nathaniel Curry,SUV,Ang Mo Kio,3.5,Active
D02320,Scott Young MD,Hatchback,Bishan,3.71,Active
D02321,Nicole Ortega,Electric,Toa Payoh,3.81,Inactive
D02322,Jeremy Williams,Electric,Yishun,5.0,Active
D02323,Lisa Davidson PhD,Premium,Yishun,4.83,Active
D02324,Jennifer Cooper,Electric,Bedok,4.65,Active
D02325,Jennifer Nelson,Sedan,Toa Payoh,4.62,Active
D02326,Julie Brown,Electric,Yishun,3.56,Active
D02327,Sandy Moore,MPV,Yishun,4.57,Active
D02328,Amy Murphy,Electric,Bishan,4.47,Active
D02329,Randy Jackson,Sedan,Bedok,3.95,Active
D02330,Kaylee Hunt,MPV,Toa Payoh,4.32,Active
D02331,Amy Harper,Premium,Bishan,4.99,Active
D02332,Melanie Anderson,Sedan,Punggol,4.03,Active
D02333,Joshua Miller,MPV,Woodlands,4.3,Active
D02334,Dakota Cook,Premium,Singapore,4.74,Active
D02335,Jaclyn Rodriguez,MPV,Ang Mo Kio,3.89,Active
D02336,Evelyn Taylor,Premium,Punggol,3.66,Active
D02337,Jenna Berry,Electric,Jurong,4.77,Active
D02338,Seth Saunders,Electric,Ang Mo Kio,4.96,Active
D02339,William Miller,Electric,Toa Payoh,4.39,Active
D02340,William Allen,Electric,Toa Payoh,4.12,Active
D02341,Jennifer Williams,Electric,Toa Payoh,3.77,Active
D02342,Andrea Tapia,Sedan,Woodlands,4.4,Active
D02343,Hannah Case,MPV,Jurong,4.94,Active
D02344,Cody Brewer,Sedan,Singapore,3.86,Active
D02345,Mallory Nichols,SUV,Singapore,3.86,Inactive
D02346,Meghan White,Electric,Yishun,4.09,Active
D02347,William Burgess,Premium,Yishun,4.92,Active
D02348,Alicia Norton,Hatchback,Jurong,4.66,Active
D02349,Hayley Gonzalez,Hatchback,Yishun,4.95,Suspended
D02350,Jorge Davis,Premium,Bedok,3.91,Active
D02351,Amber Avery,Sedan,Jurong,4.46,Active
D02352,James Willis,Premium,Ang Mo Kio,4.97,Active
D02353,Mark Martin,SUV,Punggol,4.05,Active
D02354,Ivan Young,SUV,Punggol,4.05,Active
D02355,Justin Stafford,Electric,Yishun,4.96,Active
D02356,Jimmy Clark,MPV,Tampines,4.1,Active
D02357,Holly Davis,Electric,Woodlands,4.51,Active
D02358,Sandra Hill,Electric,Punggol,4.1,Active
D02359,Matthew Ochoa,Hatchback,Woodlands,4.52,Active
D02360,Kelly Noble,MPV,Toa Payoh,4.83,Active
D02361,Benjamin Taylor,Hatchback,Toa Payoh,3.84,Active
D02362,Christopher West,MPV,Yishun,3.64,Active
D02363,Jose Gomez,MPV,Bedok,3.68,Active
D02364,Jim Navarro,SUV,Woodlands,4.74,Active
D02365,Jennifer Montgomery,Sedan,Bishan,3.98,Active
D02366,Mr. David Fritz,MPV,Woodlands,3.89,Active
D02367,Joshua Cruz,Sedan,Jurong,4.06,Active
D02368,Justin Hunt,Sedan,Jurong,3.52,Active
D02369,Stephanie Holden,Hatchback,Toa Payoh,4.68,Inactive
D02370,Zachary Prince,Premium,Bedok,3.56,Active
D02371,Tiffany White,Hatchback,Ang Mo Kio,4.82,Active
D02372,Edward Sanchez,Hatchback,Ang Mo Kio,3.59,Active
D02373,Jim Barnes,SUV,Singapore,4.53,Active
D02374,John Morse,Electric,Bedok,3.64,Active
D02375,Stephen Perez,MPV,Singapore,3.72,Active
D02376,Robert Smith,Premium,Singapore,3.61,Active
D02377,Heather Wilson,SUV,Bishan,3.8,Active
D02378,Gary Powell,Hatchback,Yishun,3.89,Active
D02379,John Adams,SUV,Bishan,4.27,Inactive
D02380,Lawrence Lawrence,Hatchback,Jurong,4.14,Active
D02381,Ashley Crawford,Hatchback,Toa Payoh,4.13,Active
D02382,Heather Luna,Electric,Tampines,3.88,Active
D02383,Dr. James Barr,Electric,Yishun,4.98,Active
D02384,Anthony Graves,Hatchback,Bishan,3.7,Active
D02385,Melanie Hunter,Premium,Yishun,4.49,Active
D02386,Gregory Johnson DDS,Electric,Singapore,3.67,Active
D02387,Taylor Morales,Premium,Bedok,4.25,Active
D02388,Kenneth Perkins,Sedan,Yishun,4.0,Active
D02389,Jeffrey Wall,Premium,Ang Mo Kio,3.96,Active
D02390,Charles Maxwell,Sedan,Jurong,3.79,Active
D02391,Sean Morales,Hatchback,Singapore,4.99,Active
D02392,Melissa Robinson MD,SUV,Yishun,3.98,Active
D02393,Andrea Cruz,MPV,Toa Payoh,4.78,Active
D02394,Zachary Flores,Hatchback,Toa Payoh,4.15,Active
D02395,Adrian Diaz,Electric,Tampines,3.91,Active
D02396,Barbara Kirk,Premium,Bishan,4.31,Active
D02397,Stephen Long,Premium,Tampines,4.4,Active
D02398,Natalie Little,SUV,Bishan,4.47,Active
D02399,Heather Bryant,Sedan,Yishun,4.26,Active
D02400,Brittany Contreras,Electric,Ang Mo Kio,4.39,Active
D02401,Dale Rogers,MPV,Tampines,3.66,Active
D02402,Vanessa Mcguire,Premium,Jurong,4.96,Active
D02403,Nicholas Davidson,MPV,Singapore,4.05,Active
D02404,Christopher Allen,Sedan,Bedok,4.49,Active
D02405,Alyssa Cox,SUV,Jurong,4.62,Active
D02406,Mr. Andrew Jimenez,SUV,Singapore,4.31,Inactive
D02407,Kathy Day,MPV,Singapore,3.64,Active
D02408,Kimberly Olson,Sedan,Yishun,3.91,Active
D02409,Mary Collins,Hatchback,Yishun,4.4,Inactive
D02410,Joshua Kim,SUV,Ang Mo Kio,3.77,Suspended
D02411,James Anderson,Premium,Tampines,3.54,Suspended
D02412,Eric Garcia,Electric,Bedok,4.74,Active
D02413,Stephanie Gill,Hatchback,Tampines,4.68,Active
D02414,Chelsey Allison,MPV,Singapore,4.82,Active
D02415,Karen Anderson,Electric,Singapore,4.32,Active
D02416,Jessica Mullins,Hatchback,Bishan,3.96,Active
D02417,Ashley Wilkinson,Premium,Punggol,5.0,Active
D02418,Carlos Carter,SUV,Woodlands,4.56,Active
D02419,Crystal Hughes,Sedan,Bedok,3.96,Active
D02420,Brett Richardson,Electric,Tampines,3.86,Active
D02421,Michelle Nash,Sedan,Punggol,3.62,Active
D02422,Michael Morris,Electric,Toa Payoh,3.6,Active
D02423,Theresa Newman,Electric,Yishun,4.51,Active
D02424,Anthony Weeks,Premium,Singapore,4.77,Active
D02425,Joseph Rodriguez,Premium,Yishun,4.76,Active
D02426,Kimberly Dominguez,Electric,Toa Payoh,3.79,Active
D02427,Miss Carol Williams MD,Electric,Bishan,4.47,Active
D02428,Jesus Wood,Hatchback,Singapore,3.52,Active
D02429,Robert Cook,MPV,Punggol,3.88,Active
D02430,James Wilson,Electric,Bishan,4.56,Active
D02431,Mrs. Alexis Sanchez,MPV,Toa Payoh,4.02,Suspended
D02432,Susan Arnold,SUV,Punggol,4.18,Active
D02433,Melissa Maldonado,SUV,Jurong,3.95,Active
D02434,Teresa Rogers,MPV,Woodlands,3.64,Active
D02435,Randy Douglas,MPV,Jurong,3.51,Active
D02436,Mary Thompson,MPV,Jurong,4.65,Inactive
D02437,Meagan Monroe,SUV,Toa Payoh,4.53,Active
D02438,Bonnie Burke,MPV,Punggol,3.72,Active
D02439,Stephanie Vaughan,Hatchback,Woodlands,4.04,Active
D02440,Paul Smith,Premium,Woodlands,4.66,Inactive
D02441,Dustin Powell,MPV,Woodlands,4.9,Active
D02442,Paula Benson,Electric,Jurong,4.08,Active
D02443,Christopher Rivera,Hatchback,Yishun,3.69,Active
D02444,Traci Rose,MPV,Singapore,3.86,Active
D02445,Daniel Callahan,Sedan,Woodlands,3.7,Active
D02446,Robin Smith,MPV,Jurong,4.98,Active
D02447,Ashley Lee,Premium,Yishun,4.77,Active
D02448,Andrew Hernandez,Electric,Bishan,3.88,Active
D02449,Barbara Mendez,Electric,Woodlands,3.94,Active
D02450,Holly Richards,Sedan,Bishan,4.79,Active
D02451,Angela Compton,Premium,Yishun,4.54,Inactive
D02452,Brianna Dawson,Premium,Tampines,3.55,Active
D02453,Ronald Walsh,Sedan,Bedok,3.81,Active
D02454,Alan Kane,Sedan,Punggol,4.11,Active
D02455,Holly Smith,SUV,Toa Payoh,3.65,Active
D02456,Tammie Payne,Hatchback,Jurong,4.49,Active
D02457,Carmen Ryan,Hatchback,Yishun,4.59,Active
D02458,Angelica Johnson,SUV,Jurong,4.12,Active
D02459,Mary Garner,Sedan,Bishan,4.46,Active
D02460,Sarah Frazier,Hatchback,Ang Mo Kio,4.14,Active
D02461,Amanda Morrow,Premium,Singapore,4.51,Active
D02462,Dennis Garner,MPV,Bishan,4.83,Active
D02463,Sandra Reid,SUV,Woodlands,4.04,Active
D02464,Tina Villarreal,MPV,Tampines,4.64,Active
D02465,Brandon Jordan,MPV,Bishan,4.62,Active
D02466,John Cortez,Electric,Singapore,4.37,Active
D02467,Mrs. Kimberly Rivera PhD,Premium,Bishan,4.27,Active
D02468,Janet Garner,Hatchback,Punggol,4.02,Active
D02469,Alexis Bailey,MPV,Punggol,4.09,Active
D02470,Stacey Wright,Premium,Jurong,4.33,Active
D02471,Jeffrey Sullivan,Electric,Punggol,4.77,Active
D02472,Stacy Ibarra,MPV,Woodlands,4.46,Active
D02473,Adam Johns,SUV,Woodlands,4.33,Active
D02474,April Bridges,MPV,Jurong,3.79,Suspended
D02475,Alexander Santiago,Sedan,Jurong,4.3,Inactive
D02476,Jordan Robinson,Premium,Bedok,4.37,Active
D02477,Francisco Johnson,SUV,Bishan,3.74,Active
D02478,Jamie Shea,SUV,Yishun,3.91,Active
D02479,Jonathan Olsen,Electric,Tampines,4.51,Active
D02480,Lee Andrews,Premium,Yishun,3.7,Active
D02481,Jessica Frost,Sedan,Singapore,3.75,Active
D02482,Eric Jackson,Electric,Ang Mo Kio,3.6,Inactive
D02483,Brianna Moore,SUV,Tampines,4.8,Active
D02484,Carol Choi,MPV,Singapore,4.74,Active
D02485,Jennifer Bradford,Hatchback,Ang Mo Kio,4.3,Active
D02486,Lisa Mcfarland,MPV,Toa Payoh,4.64,Inactive
D02487,Brittany Kim,SUV,Punggol,3.76,Active
D02488,Jason Smith,Sedan,Bishan,4.96,Active
D02489,Brian Estrada,Premium,Jurong,4.08,Active
D02490,Adam Walker,Hatchback,Yishun,4.4,Active
D02491,Tracy Booth,Electric,Singapore,4.63,Active
D02492,Christopher Phillips,Electric,Singapore,4.39,Active
D02493,Dominic Warren,MPV,Bedok,4.32,Active
D02494,Debra Maldonado,Hatchback,Toa Payoh,3.78,Active
D02495,Michelle Hanson,Sedan,Tampines,3.75,Suspended
D02496,Joy Stein,Premium,Tampines,4.65,Active
D02497,Donna Rose,Premium,Bedok,4.61,Active
D02498,Vanessa Rodriguez,SUV,Tampines,3.8,Active
D02499,Susan Torres,Sedan,Toa Payoh,3.59,Active
D02500,Ronnie Harmon,Electric,Toa Payoh,4.36,Active
D02501,Jeffrey Nelson,MPV,Yishun,4.68,Suspended
D02502,Jeffrey Turner,SUV,Bedok,3.76,Active
D02503,Brandon Morris,Sedan,Punggol,4.39,Active
D02504,Kelly Nunez,Hatchback,Jurong,4.9,Active
D02505,Jennifer Hays,Sedan,Woodlands,4.89,Active
D02506,Ryan Young,Sedan,Toa Payoh,4.74,Active
D02507,Virginia Grant,Premium,Tampines,4.87,Active
D02508,Eugene Jensen,SUV,Punggol,4.98,Active
D02509,Christopher Robinson,Premium,Tampines,4.02,Active
D02510,James Tate,Sedan,Singapore,4.04,Active
D02511,Donald Walker,Electric,Ang Mo Kio,4.75,Inactive
D02512,Steven Holland,Electric,Punggol,4.59,Active
D02513,Jasmine Adams,MPV,Tampines,4.17,Active
D02514,Dana House,MPV,Bedok,3.78,Active
D02515,Juan Scott,Sedan,Toa Payoh,3.95,Suspended
D02516,Jamie Armstrong,Premium,Punggol,3.89,Active
D02517,Andrew Hill,Premium,Ang Mo Kio,3.81,Active
D02518,Jacob Santana,Hatchback,Bishan,4.79,Active
D02519,Taylor Hernandez,Sedan,Ang Mo Kio,4.96,Active
D02520,Kyle Torres,Premium,Toa Payoh,4.11,Active
D02521,David Holland,Electric,Bishan,4.02,Active
D02522,Peter Lin,MPV,Woodlands,4.92,Active
D02523,Joy Adams,Premium,Jurong,4.9,Active
D02524,Randy Robertson,Sedan,Ang Mo Kio,4.24,Active
D02525,Robert Brooks DDS,MPV,Bedok,4.07,Active
D02526,Christopher Kelly,Electric,Tampines,4.36,Active
D02527,Vickie Jackson,Sedan,Jurong,4.12,Active
D02528,Amanda Cooper,Premium,Bishan,4.39,Active
D02529,Anna Scott,Premium,Ang Mo Kio,4.94,Active
D02530,Angela Davis,SUV,Woodlands,4.86,Active
D02531,Adam Jones,MPV,Toa Payoh,3.55,Active
D02532,Katherine Bryant,SUV,Toa Payoh,4.04,Active
D02533,Tracy Cross,Sedan,Jurong,3.97,Active
D02534,Brian Cordova,Premium,Ang Mo Kio,4.33,Active
D02535,Randy Mcintyre,MPV,Punggol,3.66,Inactive
D02536,Patricia Neal,Hatchback,Bedok,3.7,Active
D02537,Jasmine Weeks,Electric,Ang Mo Kio,4.09,Active
D02538,Dr. Cody Solomon,Premium,Punggol,4.74,Inactive
D02539,Thomas Garcia MD,Sedan,Singapore,4.53,Active
D02540,Walter Thomas,Sedan,Toa Payoh,4.15,Active
D02541,Adrian Haney,Hatchback,Ang Mo Kio,4.7,Active
D02542,Mark Newton,Premium,Jurong,3.8,Active
D02543,Sandra Martinez,Premium,Jurong,3.91,Active
D02544,Mariah Wilkinson,Sedan,Woodlands,3.78,Active
D02545,Cindy Case,Premium,Ang Mo Kio,3.54,Active
D02546,Brian Mays,Electric,Punggol,4.13,Active
D02547,Raven Foster,MPV,Jurong,4.6,Active
D02548,Cheryl Johnson,Hatchback,Ang Mo Kio,4.64,Active
D02549,Donna Smith,Premium,Singapore,3.51,Active
D02550,Valerie Wood,Premium,Toa Payoh,4.32,Active
D02551,Jonathan Rodriguez,MPV,Singapore,4.76,Inactive
D02552,Kelly Bell,MPV,Toa Payoh,3.55,Active
D02553,Richard Anderson,Electric,Tampines,4.93,Active
D02554,Jeffrey Stephenson,Premium,Woodlands,4.18,Active
D02555,Joseph Brooks,Premium,Woodlands,4.92,Active
D02556,Mary Sanchez,MPV,Tampines,3.57,Active
D02557,Dr. Stephanie Larson,Hatchback,Ang Mo Kio,4.73,Suspended
D02558,Sheila Sandoval,Electric,Woodlands,4.58,Active
D02559,Emma Lopez,Electric,Punggol,4.07,Active
D02560,Brianna Jackson,Premium,Punggol,3.98,Active
D02561,Amanda Jackson PhD,Premium,Ang Mo Kio,4.66,Active
D02562,Patrick Hays,Hatchback,Singapore,4.14,Active
D02563,Melissa Herrera,Electric,Bedok,3.79,Active
D02564,Dennis Bennett,Sedan,Bishan,3.68,Active
D02565,Dr. John Thompson DDS,Sedan,Tampines,4.48,Active
D02566,Katie Hatfield,Sedan,Punggol,4.94,Active
D02567,Scott Manning,MPV,Yishun,3.65,Active
D02568,Brandy Wilson,Hatchback,Ang Mo Kio,4.07,Active
D02569,Amanda Brown,SUV,Bedok,3.96,Active
D02570,Dr. Kyle Obrien,Electric,Punggol,4.8,Active
D02571,Ryan Jones MD,Electric,Jurong,3.86,Active
D02572,Adrienne Hansen,Hatchback,Yishun,4.92,Active
D02573,Stephen Hays,Premium,Jurong,4.45,Active
D02574,Chad Mclaughlin,Premium,Yishun,4.85,Active
D02575,Paul Contreras,Electric,Jurong,4.06,Active
D02576,Tanner Greene,MPV,Toa Payoh,4.96,Active
D02577,Angela Taylor,Premium,Toa Payoh,4.95,Active
D02578,Duane Harding,Sedan,Ang Mo Kio,4.76,Active
D02579,David Johnson,Sedan,Yishun,4.05,Active
D02580,Albert Davis,MPV,Yishun,4.67,Active
D02581,Eugene Rivers,SUV,Toa Payoh,4.47,Active
D02582,James Thompson,Premium,Woodlands,3.84,Active
D02583,Michelle Sanchez,Sedan,Jurong,4.87,Active
D02584,Paul Smith,Electric,Tampines,4.64,Active
D02585,Henry Garcia,MPV,Bedok,4.56,Active
D02586,Matthew Buck,SUV,Jurong,4.71,Inactive
D02587,Kevin Valdez,Electric,Toa Payoh,4.42,Active
D02588,Matthew Morrison,Premium,Tampines,4.3,Inactive
D02589,Julie Little,Sedan,Singapore,4.89,Inactive
D02590,Rebecca Riley,Sedan,Punggol,4.4,Active
D02591,Hunter Garcia,Electric,Yishun,4.92,Active
D02592,Paige Reyes,Electric,Toa Payoh,3.65,Active
D02593,Caroline Greer,MPV,Punggol,4.64,Active
D02594,Brian Vaughan,Hatchback,Ang Mo Kio,3.52,Inactive
D02595,Julie Riggs,SUV,Ang Mo Kio,4.9,Active
D02596,Christopher Palmer,MPV,Ang Mo Kio,3.7,Active
D02597,Valerie Smith MD,Hatchback,Jurong,4.88,Active
D02598,William Brown,Sedan,Yishun,4.69,Active
D02599,Cheyenne Nichols,Sedan,Jurong,4.23,Active
D02600,Kara Vincent,MPV,Ang Mo Kio,4.48,Active
D02601,James Meyers,Hatchback,Jurong,4.53,Active
D02602,Adam Ramirez,SUV,Ang Mo Kio,3.61,Active
D02603,Erin Fernandez,Premium,Singapore,3.67,Active
D02604,Tammy Lee,Hatchback,Bedok,4.16,Active
D02605,Mary Brooks,Sedan,Yishun,4.27,Inactive
D02606,Teresa Wilkerson,MPV,Tampines,4.14,Active
D02607,Patricia Patterson,Electric,Tampines,3.69,Active
D02608,Deanna Hernandez,MPV,Yishun,3.64,Active
D02609,Kayla Crane,Sedan,Punggol,4.85,Active
D02610,Shane Jennings,SUV,Toa Payoh,4.37,Active
D02611,Jacob Manning,Sedan,Bedok,4.22,Active
D02612,Thomas Smith,MPV,Bedok,4.86,Active
D02613,Nancy Walker,Electric,Punggol,4.46,Active
D02614,James Schneider,Sedan,Bedok,3.54,Active
D02615,Anne Miller,MPV,Bedok,4.92,Active
D02616,Kim Roberts,SUV,Yishun,4.2,Active
D02617,Jamie Johnson,MPV,Punggol,4.58,Active
D02618,Kimberly Compton,Premium,Yishun,4.49,Active
D02619,Devon Jones,Sedan,Yishun,4.18,Active
D02620,Linda Hart,SUV,Singapore,4.34,Active
D02621,Brian Fields,Sedan,Singapore,4.34,Active
D02622,Nicholas Long,Hatchback,Bedok,3.72,Active
D02623,Amy Browning,Premium,Punggol,4.77,Active
D02624,Corey Shannon,Hatchback,Woodlands,3.83,Active
D02625,Alexander Wilson,Premium,Toa Payoh,4.46,Active
D02626,Christopher Howell,Sedan,Yishun,3.86,Active
D02627,Alyssa Doyle,Electric,Singapore,4.54,Active
D02628,Robert Ramsey,MPV,Toa Payoh,4.31,Active
D02629,Stephanie Flowers,SUV,Woodlands,3.89,Suspended
D02630,Gregory Martin,Premium,Jurong,4.94,Active
D02631,Tracy Cruz,Hatchback,Tampines,4.08,Active
D02632,Elizabeth Jacobs,SUV,Jurong,4.38,Active
D02633,Christopher Thompson,Sedan,Singapore,4.7,Active
D02634,Valerie George,Hatchback,Woodlands,3.58,Active
D02635,Tyler Foster,Premium,Singapore,3.63,Inactive
D02636,Aimee Nguyen,Sedan,Bedok,3.89,Active
D02637,Kyle Zavala,SUV,Singapore,4.58,Active
D02638,Jennifer Shields,Electric,Punggol,4.51,Active
