customer_id,first_name,last_name,gender,age,city,membership,signup_date,is_active
C014255,Kelly,West,Female,38,Woodlands,PLATINUM,2022-06-11,true
C014256,Lisa,Olson,Female,46,Yishun,PLATINUM,2022-01-05,true
C014257,Seth,Dawson,Female,27,Tampines,PLATINUM,2021-08-24,true
C014258,Shannon,Smith,Female,41,Bedok,PLATINUM,2021-11-05,false
C014259,Maria,Garrett,Male,33,Singapore,SILVER,2023-07-13,true
C014260,Francisco,Smith,Female,34,Bishan,STANDARD,2024-11-28,false
C014262,Julie,Brennan,Female,55,Woodlands,GOLD,2023-06-06,true
C014263,Laurie,Pratt,Male,28,Tampines,SILVER,2022-05-19,true
C014264,Steven,Davis,Male,19,Singapore,SILVER,2023-05-27,true
C014265,Joann,Meadows,Male,31,Bedok,PLATINUM,2025-06-15,false
C014266,Christina,Edwards,Male,24,Tampines,STANDARD,2024-02-13,true
C014267,Bryan,Gardner,Male,33,Ang Mo Kio,STANDARD,2024-11-30,false
C014268,Jennifer,Schneider,Female,61,Toa Payoh,PLATINUM,2023-01-19,false
C014269,Jessica,Brown,Male,63,Ang Mo Kio,SILVER,2021-08-11,true
C014270,Pamela,Ford,Male,41,Ang Mo Kio,GOLD,2025-03-23,true
C014271,Michelle,Davis,Female,49,Yishun,GOLD,2025-04-25,true
C014274,Gina,Walker,Female,55,Punggol,STANDARD,2026-05-30,true
C014277,Jeffrey,Hunter,Male,48,Toa Payoh,PLATINUM,2023-09-02,true
C014280,Randy,Stark,Male,18,Ang Mo Kio,SILVER,2023-10-04,true
C014281,Erica,Mckee,Female,66,Woodlands,SILVER,2023-11-10,true
C014282,Alan,Williams,Female,58,Toa Payoh,PLATINUM,2024-06-27,true
C014283,Alexander,Nichols,Female,23,Woodlands,STANDARD,2025-07-18,false
C014284,Christopher,Martin,Female,50,Yishun,SILVER,2022-03-11,false
C014285,Ellen,Phillips,Male,24,Tampines,GOLD,2022-02-15,false
C014288,William,Watson,Male,52,Punggol,SILVER,2021-10-24,true
C014289,Erika,Robinson,Female,31,Tampines,STANDARD,2025-07-28,false
C014290,Danny,Whitaker,Female,42,Woodlands,SILVER,2022-10-20,true
C014291,Christina,Schwartz,Male,54,Jurong,SILVER,2021-12-14,true
C014293,Mary,Hernandez,Female,68,Ang Mo Kio,STANDARD,2026-03-05,true
C014296,Erika,Young,Female,36,Ang Mo Kio,SILVER,2025-12-13,false
C014297,Travis,Lopez,Male,55,Bedok,GOLD,2025-07-01,true
C014298,Alan,Baldwin,Male,18,Tampines,PLATINUM,2023-04-26,true
C014299,Barbara,Diaz,Female,64,Ang Mo Kio,STANDARD,2021-10-29,true
C014300,Robert,Hernandez,Male,62,Yishun,PLATINUM,2024-11-19,true
C014301,Jacqueline,Murphy,Female,44,Tampines,GOLD,2024-11-15,true
C014304,Becky,Ingram,Female,49,Tampines,GOLD,2026-06-19,true
C014305,Rebecca,Carter,Female,47,Singapore,PLATINUM,2025-08-28,true
C014306,Sarah,Klein,Female,36,Bishan,GOLD,2026-04-11,true
C014307,Mark,Mcdonald,Male,65,Tampines,PLATINUM,2025-07-01,true
C014309,Adam,Smith,Female,24,Punggol,PLATINUM,2024-11-28,false
C014311,Matthew,Price,Male,43,Singapore,GOLD,2022-11-19,true
C014314,Matthew,Jackson,Female,43,Bedok,PLATINUM,2021-10-25,true
C014316,James,Howard,Male,40,Woodlands,STANDARD,2023-12-17,true
C014318,Brian,Hurley,Female,62,Tampines,STANDARD,2022-09-04,true
C014319,Eric,Thompson,Male,59,Yishun,GOLD,2022-07-26,false
C014320,Jacqueline,Watkins,Female,69,Tampines,STANDARD,2022-12-20,true
C014321,Stephanie,Hill,Female,40,Ang Mo Kio,STANDARD,2024-01-28,true
C014322,Anthony,Dixon,Male,22,Ang Mo Kio,STANDARD,2026-01-27,false
C014324,Jason,Harrison,Male,49,Toa Payoh,STANDARD,2024-12-18,true
C014326,Carolyn,Gutierrez,Female,49,Ang Mo Kio,PLATINUM,2025-10-11,true
C014327,Whitney,Mendez,Female,68,Yishun,GOLD,2024-04-09,true
C014330,Daniel,Bailey,Male,28,Yishun,GOLD,2023-05-23,true
C014331,Lisa,Meyers,Female,44,Yishun,GOLD,2023-07-09,true
C014332,Michael,Kelly,Female,31,Singapore,PLATINUM,2026-02-26,true
C014333,Chase,Blackwell,Female,43,Bedok,SILVER,2026-01-19,false
C014336,Michelle,Harris,Female,29,Yishun,PLATINUM,2026-03-07,false
C014337,Danielle,Carey,Male,61,Jurong,SILVER,2024-04-11,true
C014340,Andrew,Jackson,Male,65,Bedok,SILVER,2023-03-14,true
C014341,John,Collier,Male,19,Bishan,STANDARD,2024-03-03,false
C014343,Melinda,Petersen,Female,60,Yishun,GOLD,2026-03-28,true
C014344,Zachary,Becker,Male,53,Toa Payoh,GOLD,2023-10-23,true
C014345,Benjamin,Spencer,Female,26,Yishun,PLATINUM,2024-03-09,true
C014347,Dwayne,Marsh,Female,67,Bedok,STANDARD,2025-10-21,true
C014348,Michael,Richards,Female,25,Toa Payoh,GOLD,2022-11-27,true
C014349,Jonathan,Morton,Female,46,Singapore,PLATINUM,2024-09-13,true
C014350,Shane,Mack,Female,61,Woodlands,GOLD,2023-11-21,true
C014352,Alexander,Horton,Female,41,Tampines,GOLD,2023-04-26,true
C014353,Peter,Tran,Male,56,Singapore,PLATINUM,2025-02-03,true
C014354,Angela,Hinton,Female,48,Bishan,SILVER,2025-05-02,true
C014355,Robert,Sparks,Female,69,Punggol,STANDARD,2024-06-30,true
C014356,Caroline,Gould,Male,68,Yishun,STANDARD,2021-09-14,true
C014357,Heidi,Ruiz,Female,32,Tampines,GOLD,2023-10-02,true
C014358,Julia,Cole,Female,66,Woodlands,GOLD,2024-11-30,false
C014362,Craig,Green,Male,28,Bishan,SILVER,2023-09-04,true
C014367,Jerry,Carlson,Male,25,Woodlands,SILVER,2023-11-20,true
C014369,Scott,Montgomery,Female,49,Tampines,GOLD,2021-11-29,true
C014370,Jasmine,Wright,Male,32,Woodlands,STANDARD,2024-09-24,true
C014371,Joshua,Dawson,Male,22,Yishun,GOLD,2025-10-09,false
C014372,Jesse,Giles,Male,56,Bishan,STANDARD,2026-07-10,false
C014374,Beth,Lopez,Male,68,Ang Mo Kio,SILVER,2026-06-06,true
C014375,James,Butler,Male,36,Tampines,SILVER,2025-09-30,true
C014376,Caleb,Brown,Male,34,Ang Mo Kio,STANDARD,2025-02-08,true
C014377,Seth,Mclaughlin,Female,36,Toa Payoh,GOLD,2022-11-27,true
C014378,Michelle,Hernandez,Female,53,Ang Mo Kio,GOLD,2023-01-21,false
C014379,Erica,Murphy,Male,61,Bedok,GOLD,2024-08-07,false
C014381,Deborah,King,Male,58,Toa Payoh,PLATINUM,2023-02-15,true
C014383,John,Reed,Male,67,Punggol,SILVER,2022-06-27,true
C014385,Pam,Huynh,Male,32,Punggol,GOLD,2021-11-03,true
C014386,Sarah,Miller,Male,63,Woodlands,STANDARD,2024-11-18,true
C014388,Linda,Adams,Male,54,Toa Payoh,GOLD,2022-01-14,false
C014389,Ashley,Martinez,Male,26,Tampines,STANDARD,2022-03-31,true
C014391,Michael,Richardson,Female,28,Yishun,SILVER,2025-03-07,true
C014392,Craig,Richard,Male,55,Bedok,PLATINUM,2025-07-15,false
C014394,Karen,Jackson,Female,38,Punggol,STANDARD,2025-01-01,true
C014395,Adam,Obrien,Female,51,Tampines,STANDARD,2024-09-21,true
C014398,Jacob,Rogers,Male,53,Jurong,GOLD,2026-05-03,true
C014399,Tim,Ritter,Male,21,Woodlands,PLATINUM,2022-03-30,true
C014400,Stephanie,Bush,Male,36,Punggol,PLATINUM,2024-08-19,true
C014401,Teresa,Huber,Female,18,Bishan,PLATINUM,2025-01-08,true
C014402,Brandon,Johnson,Male,38,Punggol,PLATINUM,2026-06-20,true
C014409,Marissa,Roth,Female,48,Bishan,STANDARD,2024-02-28,true
C014410,Jason,Hickman,Female,27,Tampines,GOLD,2024-01-01,true
C014414,Courtney,Barnes,Male,55,Ang Mo Kio,STANDARD,2025-08-18,false
C014416,George,Carpenter,Female,66,Bishan,GOLD,2023-05-20,true
C014417,Brian,Brown,Female,50,Singapore,PLATINUM,2024-05-10,true
C014419,Briana,Romero,Male,20,Bedok,GOLD,2024-09-11,true
C014420,Nicholas,Gonzalez,Male,35,Ang Mo Kio,GOLD,2025-01-19,false
C014421,Jean,Wiggins,Male,69,Yishun,GOLD,2025-12-24,false
C014422,Melinda,Rosario,Male,67,Yishun,SILVER,2021-09-09,true
C014423,Sherry,Bennett,Female,51,Singapore,STANDARD,2021-12-18,true
C014424,Rick,Malone,Female,55,Jurong,GOLD,2024-12-10,true
C014425,Mary,Shaw,Female,58,Jurong,STANDARD,2025-04-10,true
C014426,Wesley,Mckinney,Female,47,Punggol,GOLD,2024-04-05,true
C014429,George,Chang,Male,52,Woodlands,STANDARD,2022-08-12,true
C014430,Carolyn,Williams,Male,33,Toa Payoh,PLATINUM,2021-11-04,true
C014431,Crystal,Reynolds,Female,25,Toa Payoh,SILVER,2022-08-18,true
C014433,Anthony,Gutierrez,Female,65,Singapore,PLATINUM,2024-12-31,true
C014434,Rachel,Stone,Male,36,Yishun,SILVER,2023-05-18,true
C014435,Joshua,Ramirez,Female,35,Yishun,STANDARD,2026-07-16,true
C014436,Jason,Oconnell,Male,31,Bedok,PLATINUM,2025-10-13,true
C014439,Ashley,Bell,Female,50,Tampines,GOLD,2022-07-14,true
C014440,Robert,Cummings,Male,18,Woodlands,SILVER,2022-01-05,true
C014441,Robert,Crawford,Male,61,Bedok,STANDARD,2023-09-08,true
C014443,David,Cowan,Female,28,Tampines,STANDARD,2023-06-09,true
C014444,Richard,Adams,Male,33,Bedok,STANDARD,2025-05-23,true
C014445,Elizabeth,Baker,Female,46,Bedok,PLATINUM,2022-12-17,true
C014446,Robert,Jenkins,Female,32,Woodlands,GOLD,2025-12-27,true
C014454,Joseph,Mcdowell,Female,57,Ang Mo Kio,STANDARD,2022-07-14,true
C014455,Melanie,Walker,Male,46,Singapore,STANDARD,2025-07-21,true
C014456,Gerald,Salinas,Male,41,Yishun,PLATINUM,2024-09-22,true
C014457,William,Jones,Male,57,Toa Payoh,STANDARD,2022-10-01,true
C014460,Albert,Parker,Male,29,Bishan,PLATINUM,2026-07-24,true
C014461,Cheryl,Flores,Female,59,Singapore,GOLD,2022-06-18,true
C014463,Jacqueline,Ross,Male,56,Ang Mo Kio,SILVER,2021-09-08,true
C014465,Randy,Norris,Female,58,Jurong,SILVER,2024-04-25,true
C014466,Nicholas,Meyer,Female,61,Ang Mo Kio,SILVER,2025-07-03,true
C014468,Rachel,Romero,Female,31,Tampines,PLATINUM,2024-07-11,false
C014469,Susan,Williams,Female,51,Jurong,GOLD,2022-08-09,true
C014471,Kevin,West,Male,32,Yishun,GOLD,2022-06-26,false
C014472,Katelyn,Bryant,Female,25,Yishun,SILVER,2021-10-28,true
C014473,Justin,Johnson,Male,36,Ang Mo Kio,STANDARD,2023-10-06,false
C014474,Kelly,Rodriguez,Female,31,Jurong,GOLD,2023-07-03,true
C014476,Sonya,Mata,Female,28,Woodlands,PLATINUM,2025-06-10,true
C014477,Joseph,Butler,Female,27,Punggol,STANDARD,2024-12-06,true
C014478,Cynthia,Henry,Male,36,Tampines,SILVER,2024-11-29,true
C014479,John,Duncan,Male,20,Bishan,PLATINUM,2021-09-09,true
C014482,Ricky,Salazar,Female,36,Toa Payoh,STANDARD,2024-06-23,true
C014483,Ruben,Scott,Male,59,Bishan,SILVER,2021-11-09,false
C014484,James,Cooper,Male,56,Woodlands,PLATINUM,2026-03-10,true
C014485,Amber,Tate,Male,34,Bishan,GOLD,2025-12-17,true
C014488,Tommy,Shea,Female,27,Punggol,STANDARD,2025-10-03,true
C014489,Monica,Martinez,Male,68,Yishun,SILVER,2022-05-22,true
C014490,Amy,Gordon,Male,36,Toa Payoh,SILVER,2024-08-25,true
C014491,Ralph,Johnson,Male,37,Tampines,STANDARD,2022-06-25,false
C014492,Joshua,Mills,Female,66,Punggol,STANDARD,2025-10-07,false
C014493,Amber,Frank,Male,31,Bishan,GOLD,2023-07-24,true
C014494,Jeffery,Bowman,Female,19,Singapore,SILVER,2021-10-10,true
C014496,Rachel,Simmons,Female,41,Tampines,GOLD,2025-10-09,true
C014497,Karen,Morse,Male,38,Toa Payoh,GOLD,2026-04-14,true
C014498,Katherine,Young,Female,53,Punggol,SILVER,2025-09-28,true
C014499,Michelle,Elliott,Female,51,Bishan,GOLD,2026-03-22,true
C014501,Andrew,Murphy,Male,63,Punggol,GOLD,2024-12-13,true
C014502,Larry,Martin,Female,54,Punggol,SILVER,2025-03-17,true
C014503,James,Williams,Female,64,Singapore,SILVER,2025-01-26,true
C014504,Brandon,Medina,Male,58,Jurong,PLATINUM,2022-05-13,true
C014505,Scott,Jackson,Female,65,Toa Payoh,SILVER,2022-10-25,false
C014507,Brandy,Moreno,Male,64,Singapore,SILVER,2021-11-13,false
C014508,Whitney,Smith,Female,42,Yishun,SILVER,2025-10-15,true
C014511,Bryan,Curry,Male,23,Yishun,SILVER,2024-08-30,true
C014513,Robin,Brewer,Female,32,Woodlands,SILVER,2025-03-19,true
C014514,Lisa,Duncan,Female,24,Bedok,PLATINUM,2022-09-30,true
C014516,David,Mayer,Male,39,Yishun,STANDARD,2022-03-13,true
C014518,Bonnie,Robinson,Female,18,Ang Mo Kio,STANDARD,2023-09-26,true
C014521,Mary,Carr,Female,44,Woodlands,SILVER,2023-09-23,true
C014524,Nicole,Villa,Male,66,Singapore,SILVER,2022-02-03,false
C014525,Tiffany,Martinez,Female,69,Bedok,STANDARD,2023-08-23,true
C014526,Lorraine,Bender,Male,38,Bishan,SILVER,2023-01-31,false
C014529,Marilyn,Long,Male,68,Tampines,STANDARD,2025-06-21,true
C014534,Jeffrey,Mullins,Female,65,Toa Payoh,PLATINUM,2021-08-06,false
C014536,Martha,Ward,Male,38,Yishun,STANDARD,2021-08-09,true
C014538,Jacob,Nguyen,Female,40,Punggol,SILVER,2026-02-27,false
C014539,Connie,Wilson,Male,65,Yishun,STANDARD,2023-04-23,true
C014541,Nathaniel,Spears,Male,34,Woodlands,GOLD,2026-05-13,true
C014544,Mary,Hernandez,Female,32,Singapore,GOLD,2023-12-06,false
C014545,Thomas,Buchanan,Female,52,Bedok,PLATINUM,2025-01-12,true
C014546,Ryan,Jackson,Male,69,Tampines,PLATINUM,2023-12-24,true
C014547,Susan,Hood,Female,67,Tampines,GOLD,2026-02-07,false
C014548,Donna,Rodriguez,Female,27,Jurong,SILVER,2023-05-31,true
C014552,Natasha,Chan,Male,19,Bedok,STANDARD,2024-11-21,true
C014553,Isaac,Mora,Male,41,Punggol,SILVER,2021-12-11,true
C014556,Leah,Poole,Female,33,Punggol,SILVER,2024-07-06,false
C014558,Scott,Heath,Female,40,Punggol,GOLD,2025-02-28,false
C014561,Brittany,Floyd,Female,44,Tampines,GOLD,2026-03-15,true
C014563,Michelle,Booker,Female,38,Toa Payoh,GOLD,2022-02-14,true
C014564,Sara,Chen,Male,70,Singapore,PLATINUM,2024-12-09,true
C014565,John,Stanley,Female,47,Woodlands,GOLD,2025-03-31,true
C014567,Stacy,Porter,Male,47,Bedok,GOLD,2021-09-24,true
C014568,Jesse,Gordon,Female,34,Bishan,PLATINUM,2021-09-05,true
C014570,Amber,Zuniga,Male,48,Jurong,STANDARD,2026-06-09,true
C014571,James,Richmond,Male,29,Tampines,SILVER,2023-07-01,false
C014574,Benjamin,Nguyen,Male,66,Jurong,PLATINUM,2024-05-02,true
C014575,Michael,Reynolds,Female,67,Ang Mo Kio,STANDARD,2024-04-21,true
C014576,Steven,Martinez,Male,19,Tampines,STANDARD,2022-10-23,true
C014577,Michael,Warren,Male,47,Bedok,SILVER,2025-08-25,false
C014578,Meredith,Ray,Male,59,Woodlands,GOLD,2022-12-29,true
C014579,Tammy,Cooley,Female,59,Singapore,SILVER,2024-04-21,true
C014581,Scott,Snyder,Female,67,Bedok,STANDARD,2026-05-06,true
C014582,Bradley,Leon,Male,47,Jurong,GOLD,2026-02-23,true
C014583,Kara,Torres,Female,47,Singapore,STANDARD,2025-03-23,true
C014585,Mary,Stokes,Male,43,Ang Mo Kio,GOLD,2024-12-02,true
C014588,Jennifer,Doyle,Male,69,Bedok,STANDARD,2022-11-15,true
C014589,Steven,Gordon,Male,51,Ang Mo Kio,PLATINUM,2022-07-11,false
C014590,Jeffrey,Roberts,Male,41,Jurong,PLATINUM,2023-05-31,true
C014592,Robin,Garcia,Female,44,Tampines,SILVER,2022-09-13,true
C014593,Christopher,Perry,Male,27,Toa Payoh,STANDARD,2025-07-26,true
C014594,Tonya,Torres,Male,31,Bishan,STANDARD,2025-04-10,true
C014595,Ronald,Williams,Male,27,Tampines,SILVER,2022-03-11,false
C014597,Jacqueline,Carney,Male,49,Jurong,PLATINUM,2022-06-02,true
C014598,Joshua,Collins,Female,55,Jurong,STANDARD,2026-01-27,true
C014599,Danny,Martinez,Male,52,Ang Mo Kio,PLATINUM,2022-05-22,true
C014600,Eric,Fox,Female,50,Tampines,GOLD,2026-05-13,true
C014602,Denise,Brennan,Female,23,Ang Mo Kio,SILVER,2024-10-01,true
C014603,David,Yates,Male,27,Yishun,PLATINUM,2022-11-11,false
C014604,Heather,Guzman,Female,50,Yishun,GOLD,2025-10-21,true
C014606,Keith,Larsen,Female,40,Ang Mo Kio,STANDARD,2025-01-15,true
C014607,Cory,Marquez,Female,33,Yishun,GOLD,2026-05-03,true
C014608,Steven,Leonard,Female,59,Jurong,SILVER,2025-11-28,true
C014609,Deanna,Bentley,Male,70,Tampines,SILVER,2022-03-07,true
C014610,Richard,Copeland,Male,43,Yishun,SILVER,2026-03-02,true
C014612,Alyssa,Schmidt,Female,44,Punggol,SILVER,2023-03-17,true
C014613,Joseph,Snyder,Male,51,Tampines,GOLD,2025-01-14,true
C014617,Michael,Wilson,Female,59,Toa Payoh,STANDARD,2025-02-19,true
C014619,Brandy,Arnold,Male,25,Jurong,PLATINUM,2025-04-14,true
C014623,Rachel,Levine,Male,41,Bishan,SILVER,2025-11-10,true
C014624,Emily,Glover,Female,23,Singapore,GOLD,2023-07-31,false
C014625,Christopher,Rivers,Male,27,Toa Payoh,GOLD,2026-02-20,true
C014627,Brian,Orozco,Female,20,Singapore,STANDARD,2022-09-16,true
C014630,Mary,Weaver,Female,40,Jurong,GOLD,2025-10-09,false
C014631,Katherine,Johnson,Female,37,Toa Payoh,GOLD,2022-09-27,false
C014632,Levi,Parrish,Male,21,Ang Mo Kio,SILVER,2022-01-17,true
C014633,Mary,Johnson,Male,29,Singapore,STANDARD,2024-08-11,true
C014634,Bailey,Harvey,Male,20,Woodlands,PLATINUM,2024-10-25,false
C014636,Henry,Green,Male,66,Bishan,SILVER,2025-01-09,true
C014637,Angela,Williams,Female,24,Yishun,GOLD,2025-09-25,true
C014639,Ryan,Oneal,Female,63,Bishan,GOLD,2024-11-13,true
C014640,Melissa,Mclaughlin,Male,43,Bishan,SILVER,2022-01-19,true
C014641,Cassandra,Glass,Female,64,Yishun,PLATINUM,2025-09-26,true
C014646,Jane,Clark,Female,42,Bishan,SILVER,2023-02-21,true
C014648,Ernest,Day,Male,55,Tampines,PLATINUM,2024-01-12,false
C014651,Robert,Carr,Female,42,Jurong,PLATINUM,2022-08-26,true
C014652,Rebecca,Williams,Female,41,Jurong,PLATINUM,2023-06-07,true
C014654,James,White,Female,70,Punggol,GOLD,2024-03-11,false
C014655,Tiffany,Jackson,Female,67,Bedok,GOLD,2024-07-16,true
C014658,Donald,Stevens,Female,42,Ang Mo Kio,SILVER,2023-03-03,true
C014660,Barbara,Jones,Male,37,Bishan,GOLD,2022-02-12,true
C014661,Courtney,Hopkins,Female,23,Punggol,STANDARD,2025-07-17,true
C014664,Ricardo,Castro,Female,46,Bishan,STANDARD,2022-12-25,true
C014668,Scott,Alexander,Male,48,Singapore,PLATINUM,2022-01-16,false
C014669,Teresa,Singh,Female,65,Singapore,GOLD,2026-03-18,true
C014671,Alexander,Montgomery,Female,47,Toa Payoh,PLATINUM,2024-10-02,true
C014673,Roy,Bishop,Female,46,Jurong,PLATINUM,2023-12-12,true
C014674,Danielle,Boyle,Female,36,Ang Mo Kio,SILVER,2025-07-19,true
C014675,Carlos,Contreras,Male,26,Woodlands,PLATINUM,2026-02-18,true
C014677,Ashlee,Rodriguez,Male,61,Bedok,PLATINUM,2023-02-19,true
C014679,Brooke,Doyle,Male,54,Yishun,SILVER,2023-06-30,true
C014680,Rodney,Li,Female,47,Punggol,STANDARD,2023-01-07,true
C014682,Paul,Davis,Male,29,Tampines,SILVER,2026-03-17,true
C014683,Michael,Rice,Male,60,Yishun,SILVER,2022-09-09,true
C014685,Richard,Nichols,Male,62,Tampines,GOLD,2023-07-27,false
C014688,Steven,Ashley,Male,58,Yishun,GOLD,2025-10-13,true
C014689,Joshua,Smith,Female,61,Singapore,PLATINUM,2021-10-02,false
C014690,Ryan,Ford,Female,45,Singapore,PLATINUM,2023-01-01,true
C014691,Jason,Thornton,Female,55,Bishan,SILVER,2025-06-26,true
C014692,Benjamin,Rush,Male,34,Ang Mo Kio,PLATINUM,2023-12-07,false
C014694,Jennifer,Jones,Male,62,Toa Payoh,GOLD,2024-04-27,true
C014697,Scott,Hayes,Male,51,Bishan,PLATINUM,2021-08-26,true
C014700,Beth,Baxter,Female,66,Tampines,SILVER,2022-09-19,false
C014701,Megan,Montes,Male,33,Tampines,SILVER,2025-06-07,false
C014702,Andrew,Lopez,Female,44,Toa Payoh,STANDARD,2022-02-10,true
C014703,William,Smith,Female,34,Tampines,GOLD,2021-12-01,true
C014704,Sara,Sampson,Male,18,Bedok,GOLD,2023-03-05,true
C014706,Kimberly,Warren,Female,49,Punggol,SILVER,2021-10-12,true
C014707,Ashley,Mitchell,Female,42,Singapore,STANDARD,2023-10-01,true
C014708,Amber,Herrera,Female,42,Jurong,GOLD,2022-01-04,false
C014709,Austin,Butler,Male,68,Tampines,PLATINUM,2025-07-03,true
C014710,Dorothy,Allen,Female,44,Bishan,PLATINUM,2024-02-19,false
C014711,Jacob,Anderson,Female,20,Singapore,GOLD,2022-09-11,true
C014713,Gregory,Lawson,Male,61,Bedok,PLATINUM,2025-07-16,true
C014714,Kevin,Fischer,Male,46,Ang Mo Kio,GOLD,2024-07-05,false
C014717,Nancy,Long,Male,47,Singapore,GOLD,2022-07-04,false
C014718,Andrea,Watson,Male,60,Punggol,SILVER,2024-12-22,true
C014719,Brandi,Bailey,Female,29,Woodlands,SILVER,2023-10-02,true
C014721,David,Dixon,Male,59,Tampines,GOLD,2026-05-16,true
C014726,Thomas,Knight,Male,66,Punggol,PLATINUM,2026-05-21,true
C014728,Rachel,Smith,Female,42,Jurong,SILVER,2024-03-03,true
C014730,Adam,Nelson,Male,61,Jurong,PLATINUM,2023-09-24,false
C014731,Angela,Carter,Female,21,Woodlands,STANDARD,2023-07-25,true
C014732,Christine,Sparks,Male,48,Punggol,GOLD,2023-11-01,false
C014733,Steven,Armstrong,Female,64,Bishan,STANDARD,2025-08-26,true
C014734,Pamela,Rosario,Male,66,Toa Payoh,STANDARD,2024-03-08,true
C014735,Mary,Wheeler,Female,39,Punggol,SILVER,2023-08-14,true
C014736,Ryan,Hall,Male,22,Toa Payoh,STANDARD,2025-11-15,true
C014737,Shawn,Gonzalez,Female,25,Yishun,GOLD,2023-02-01,false
C014738,Trevor,Gonzales,Female,55,Bishan,SILVER,2025-02-15,true
C014739,Holly,Pope,Female,68,Tampines,PLATINUM,2024-05-19,true
C014741,Barbara,Anderson,Male,63,Toa Payoh,STANDARD,2023-05-26,false
C014742,James,Diaz,Male,45,Woodlands,SILVER,2022-10-19,true
C014743,Alexis,Brown,Female,30,Ang Mo Kio,PLATINUM,2022-07-23,true
C014746,Sarah,Roberts,Male,54,Jurong,SILVER,2023-03-01,false
C014747,Ernest,Meza,Female,32,Singapore,GOLD,2022-11-23,true
C014748,Ross,Wagner,Male,39,Woodlands,PLATINUM,2021-12-29,true
C014749,Jennifer,Colon,Female,46,Tampines,SILVER,2022-12-31,true
C014750,Kathleen,Kim,Female,45,Jurong,SILVER,2022-11-15,true
C014752,Jacqueline,Pruitt,Female,25,Ang Mo Kio,GOLD,2024-06-15,true
C014753,Samantha,White,Male,64,Bishan,PLATINUM,2023-10-20,true
C014756,Brandon,Harrison,Female,66,Punggol,STANDARD,2026-05-12,true
C014757,Ryan,Carr,Female,30,Punggol,PLATINUM,2022-07-22,true
C014758,Jerry,Tucker,Female,60,Ang Mo Kio,STANDARD,2026-05-27,false
C014760,John,Scott,Female,41,Bedok,STANDARD,2025-12-17,true
C014761,Kim,Coleman,Female,22,Punggol,STANDARD,2024-05-26,true
C014762,Dalton,Ramos,Male,49,Toa Payoh,PLATINUM,2022-02-24,true
C014763,Larry,Salazar,Male,60,Singapore,GOLD,2024-05-05,true
C014764,Richard,Walker,Female,45,Jurong,STANDARD,2023-06-09,true
C014765,Alison,Wiggins,Female,24,Yishun,STANDARD,2023-11-21,true
C014766,Joshua,Dennis,Female,62,Toa Payoh,SILVER,2025-07-09,false
C014768,Mary,Miller,Female,61,Bedok,STANDARD,2025-05-11,false
C014772,Courtney,Spencer,Female,31,Jurong,PLATINUM,2022-04-21,false
C014773,Ryan,Cabrera,Male,53,Bishan,PLATINUM,2026-02-17,true
C014777,Autumn,Williams,Male,37,Bishan,SILVER,2024-12-12,true
C014779,Kevin,Becker,Male,27,Singapore,STANDARD,2021-10-07,true
C014780,Shawn,Stokes,Female,62,Toa Payoh,STANDARD,2026-05-11,false
C014783,Laura,Oconnell,Male,62,Bishan,GOLD,2024-08-08,false
C014785,Robert,Lewis,Male,66,Yishun,SILVER,2024-04-08,false
C014787,Mercedes,Norton,Male,45,Jurong,PLATINUM,2024-07-31,true
C014789,Katherine,Ramirez,Male,49,Yishun,STANDARD,2025-05-25,true
C014790,Kim,Garcia,Female,63,Toa Payoh,GOLD,2022-07-24,true
C014791,Casey,Tucker,Female,67,Singapore,STANDARD,2024-04-25,true
C014792,Erica,Taylor,Male,52,Tampines,GOLD,2026-02-27,true
C014795,Angelica,Hunt,Male,51,Woodlands,STANDARD,2023-02-05,true
C014796,Karen,Johnson,Female,32,Toa Payoh,PLATINUM,2024-01-19,true
C014798,Alexa,Spence,Male,33,Yishun,STANDARD,2023-11-15,true
C014799,Paul,Johnson,Male,54,Toa Payoh,STANDARD,2022-04-26,false
C014803,Yolanda,Watts,Male,54,Bedok,STANDARD,2022-03-31,true
C014805,Amber,Estrada,Female,59,Woodlands,GOLD,2025-10-23,true
C014808,Jeffrey,Barry,Female,69,Bishan,PLATINUM,2026-03-20,true
C014809,Jennifer,Schaefer,Male,33,Singapore,SILVER,2022-01-23,true
C014813,Kimberly,Osborne,Male,51,Jurong,PLATINUM,2025-10-24,false
C014815,Kayla,Bruce,Female,38,Bishan,SILVER,2023-10-01,true
C014816,Jared,Moore,Male,70,Bishan,PLATINUM,2021-12-19,true
C014817,Anita,Reed,Male,48,Woodlands,GOLD,2026-05-26,true
C014818,Christopher,Day,Female,27,Ang Mo Kio,GOLD,2024-05-29,true
C014819,Ana,Arias,Male,67,Jurong,PLATINUM,2025-11-22,false
C014821,Linda,Oconnor,Male,25,Bishan,GOLD,2022-11-10,true
C014822,Gregory,Hester,Male,66,Tampines,PLATINUM,2022-12-01,true
C014826,Michael,Sherman,Male,39,Bishan,STANDARD,2025-11-14,true
C014828,Joanna,Christian,Female,66,Toa Payoh,GOLD,2022-03-20,true
C014829,Justin,Rodriguez,Male,24,Yishun,STANDARD,2022-02-22,true
C014830,Anna,Davis,Female,32,Bedok,STANDARD,2026-03-15,true
C014831,Deborah,Padilla,Male,31,Ang Mo Kio,SILVER,2022-11-01,true
