driver_id,driver_name,vehicle_type,city,rating,status
D01976,Kyle Oneill,Suv,Toa Payoh,3.69,Active
D01977,Mary Wilson,Hatchback,Yishun,3.78,Active
D01978,Tyler Peters,Premium,Singapore,3.96,Active
D01979,Ryan Forbes,Electric,Bishan,4.62,Active
D01980,Nathan Bailey,Mpv,Toa Payoh,4.35,Active
D01981,Taylor Wyatt,Sedan,Punggol,4.57,Active
D01982,Linda Gallegos,Premium,Woodlands,4.87,Active
D01983,Krystal Carroll,Mpv,Toa Payoh,4.17,Active
D01984,Kevin Wilson,Sedan,Toa Payoh,3.53,Active
D01985,Kimberly Gordon,Sedan,Punggol,4.66,Active
D01986,Nicole Fields,Electric,Tampines,3.83,Active
D01987,Nichole Holt,Electric,Ang Mo Kio,3.59,Active
D01988,Frank Hancock,Premium,Punggol,4.21,Active
D01989,James Schwartz,Hatchback,Bedok,4.4,Active
D01990,Cristian Johnson,Suv,Singapore,4.32,Active
D01991,Dr. Jerry Hunter PhD,Electric,Bedok,3.96,Active
D01992,Kevin Gibson,Sedan,Bishan,3.51,Active
D01993,Jason Warner,Electric,Yishun,4.72,Suspended
D01994,Cassie Williamson,Hatchback,Toa Payoh,3.75,Active
D01995,Aaron Ford,Suv,Woodlands,4.59,Suspended
D01996,Christopher Howard,Mpv,Yishun,4.01,Active
D01997,Stephanie Cox,Suv,Bishan,4.4,Active
D01998,Brooke Fields,Electric,Woodlands,3.73,Active
D01999,Megan Rios,Suv,Yishun,4.86,Active
D02000,Taylor Drake,Premium,Toa Payoh,3.52,Active
D02001,Jordan Lee,Hatchback,Tampines,4.81,Active
D02002,Hector Church,Electric,Woodlands,4.41,Active
D02003,Andrea Cooper,Electric,Toa Payoh,4.37,Active
D02004,Brian Butler Jr.,Mpv,Tampines,4.21,Active
D02005,Todd Murphy,Suv,Yishun,4.19,Active
D02006,Jamie Salinas,Sedan,Bishan,3.58,Inactive
D02007,Amber Welch,Mpv,Jurong,4.95,Inactive
D02008,James Chapman,Hatchback,Bishan,4.19,Active
D02009,Anthony Morgan,Suv,Toa Payoh,4.78,Active
D02010,Nicholas Smith,Premium,Bishan,3.72,Active
D02011,Howard Cline,Hatchback,Punggol,4.98,Suspended
D02012,Jose Price,Suv,Toa Payoh,4.8,Active
D02013,Dwayne Foley,Hatchback,Ang Mo Kio,4.91,Active
D02014,Monica Strickland,Sedan,Punggol,4.43,Active
D02015,Christopher Garcia,Premium,Bishan,4.2,Active
D02016,Emily Arnold,Suv,Yishun,3.98,Active
D02017,Donna Wolf,Mpv,Yishun,4.23,Inactive
D02018,Randall Wells,Premium,Yishun,4.36,Active
D02019,Kevin Cortez,Electric,Yishun,4.04,Active
D02020,Jesse Lee,Premium,Bedok,3.85,Active
D02021,Heidi Sanders,Sedan,Punggol,4.04,Active
D02022,Andrew Archer,Mpv,Ang Mo Kio,4.12,Inactive
D02023,Darryl Hill,Hatchback,Bishan,3.8,Inactive
D02024,Adam Arellano,Sedan,Singapore,4.25,Active
D02025,Jason Cox,Hatchback,Tampines,3.77,Active
D02026,James Stephens,Premium,Singapore,3.96,Active
D02027,George Hoffman,Suv,Tampines,4.76,Active
D02028,Alexandra Henderson,Mpv,Woodlands,4.53,Active
D02029,Crystal King,Hatchback,Singapore,4.39,Active
D02030,Julie Simpson,Premium,Bedok,4.03,Active
D02031,Catherine Walker,Premium,Ang Mo Kio,4.64,Active
D02032,Lindsey Brown,Electric,Singapore,4.11,Active
D02033,Wendy Mcdonald,Sedan,Tampines,4.06,Active
D02034,Michael Jackson,Hatchback,Ang Mo Kio,4.06,Active
D02035,Yolanda Kelley,Suv,Yishun,3.78,Active
D02036,Andre Wade,Premium,Punggol,4.29,Active
D02037,Amanda Ramos,Suv,Singapore,3.98,Active
D02038,Noah Murray,Sedan,Singapore,4.11,Active
D02039,Chad Edwards,Mpv,Bishan,3.57,Active
D02040,Julia Medina,Electric,Punggol,4.21,Active
D02041,Lisa Zimmerman,Hatchback,Jurong,4.37,Active
D02042,Laura Matthews,Hatchback,Bishan,4.41,Active
D02043,Joshua Hall,Electric,Yishun,4.72,Active
D02044,Matthew Edwards,Sedan,Tampines,4.14,Active
D02045,Jerry Frank,Electric,Bishan,4.21,Active
D02046,Brandon Hansen,Mpv,Jurong,3.7,Active
D02047,Julia Carney,Suv,Tampines,4.4,Active
D02048,Miguel Beck,Electric,Tampines,3.98,Active
D02049,Miranda Coleman,Electric,Ang Mo Kio,4.13,Active
D02050,Barbara Cooper,Mpv,Punggol,4.15,Active
D02051,Kyle Duarte,Mpv,Ang Mo Kio,4.6,Active
D02052,Donald James,Electric,Yishun,4.04,Active
D02053,Leonard Cox,Hatchback,Singapore,4.83,Active
D02054,Logan Cook,Sedan,Woodlands,3.98,Active
D02055,April Meza,Premium,Bishan,3.55,Active
D02056,Alexander Young,Hatchback,Toa Payoh,4.27,Active
D02057,Beth Boyd,Suv,Singapore,4.17,Active
D02058,Robert Boyd,Sedan,Ang Mo Kio,4.59,Active
D02059,Jamie Chen,Premium,Jurong,4.5,Active
D02060,Sandy Jenkins,Mpv,Bishan,4.64,Active
D02061,Levi Sanchez,Premium,Tampines,3.69,Active
D02062,Andrew Velazquez,Premium,Tampines,4.39,Active
D02063,Mary Gonzalez,Sedan,Bishan,4.28,Active
D02064,Jason Price,Mpv,Bedok,4.59,Active
D02065,Jason Rocha,Mpv,Punggol,3.82,Active
D02066,Rebecca Gonzalez,Premium,Woodlands,4.84,Active
D02067,Maria Moody,Sedan,Tampines,4.79,Active
D02068,Christopher Hensley,Suv,Yishun,3.66,Suspended
D02069,Claudia Thomas,Electric,Bedok,3.87,Active
D02070,Matthew Burton,Premium,Ang Mo Kio,3.95,Active
D02071,Xavier Jacobs,Mpv,Ang Mo Kio,3.92,Active
D02072,Nancy Campos,Sedan,Ang Mo Kio,4.4,Active
D02073,Elaine Gilbert,Mpv,Toa Payoh,3.82,Active
D02074,Joshua Davis,Suv,Bishan,4.6,Active
D02075,Matthew Brown,Hatchback,Yishun,4.38,Active
D02076,Cynthia Scott,Sedan,Toa Payoh,4.78,Active
D02077,Jennifer Flores,Electric,Tampines,3.73,Active
D02078,Amanda Valdez,Sedan,Bedok,4.43,Active
D02079,Alison Hall,Sedan,Ang Mo Kio,4.64,Active
D02080,Laura Smith,Mpv,Punggol,4.77,Active
D02081,Charles Smith,Hatchback,Jurong,4.83,Inactive
D02082,Diane Williams,Mpv,Ang Mo Kio,3.63,Active
D02083,Michael Thomas,Suv,Tampines,3.75,Active
D02084,Derek Sanchez,Suv,Bishan,3.67,Active
D02085,Matthew Jackson,Suv,Bishan,4.78,Active
D02086,Patrick Howard,Suv,Toa Payoh,4.2,Active
D02087,Marc Murphy,Electric,Woodlands,4.27,Active
D02088,Lindsey Moore,Premium,Yishun,4.0,Active
D02089,Erika Wilcox,Electric,Woodlands,3.75,Active
D02090,Sharon Oliver,Hatchback,Singapore,4.55,Active
D02091,Karen Alvarez,Hatchback,Yishun,3.7,Active
D02092,Matthew Stein,Sedan,Jurong,4.2,Active
D02093,Erin Jackson,Suv,Ang Mo Kio,4.62,Active
D02094,Lisa Baldwin,Hatchback,Bishan,4.54,Active
D02095,Antonio Cox,Sedan,Yishun,4.26,Active
D02096,Jacob Stephens,Suv,Bishan,4.89,Inactive
D02097,Hannah Hammond,Mpv,Ang Mo Kio,4.61,Active
D02098,Amy Green,Hatchback,Punggol,4.4,Active
D02099,Tony Anderson,Mpv,Toa Payoh,3.91,Active
D02100,Meredith Johnson,Hatchback,Woodlands,3.88,Active
D02101,Diana Smith,Mpv,Toa Payoh,4.6,Active
D02102,Steve Perry,Suv,Tampines,4.91,Active
D02103,Lauren Marshall,Electric,Ang Mo Kio,4.46,Active
D02104,Robert Booth,Hatchback,Ang Mo Kio,4.38,Active
D02105,Robert Nichols,Mpv,Bishan,3.59,Active
D02106,Adrienne Davis,Hatchback,Jurong,3.83,Active
D02107,Kayla Burke,Sedan,Bishan,4.92,Active
D02108,Catherine Hunter,Sedan,Punggol,4.34,Active
D02109,Mrs. Emma Murray,Sedan,Punggol,3.71,Active
D02110,Sally Green,Hatchback,Yishun,4.94,Active
D02111,Robert May,Mpv,Ang Mo Kio,3.98,Active
D02112,Teresa Taylor,Sedan,Bedok,3.67,Active
D02113,Kathleen Cohen,Suv,Woodlands,4.18,Active
D02114,Eric Evans,Suv,Tampines,3.55,Active
D02115,Michael Thompson,Electric,Bishan,4.13,Active
D02116,Laura Smith,Sedan,Punggol,4.41,Active
D02117,Summer Moore,Sedan,Punggol,3.72,Active
D02118,Stacey Armstrong,Electric,Ang Mo Kio,4.76,Inactive
D02119,Dustin Fowler,Premium,Tampines,4.15,Active
D02120,Matthew Nguyen,Premium,Punggol,4.13,Active
D02121,Samantha Petersen,Hatchback,Bedok,3.77,Active
D02122,Keith Lane,Sedan,Toa Payoh,3.75,Active
D02123,Tiffany Maldonado,Electric,Woodlands,4.82,Active
D02124,Brian Wade,Electric,Toa Payoh,3.72,Active
D02125,Jamie Yu,Mpv,Toa Payoh,4.09,Active
D02126,James Morgan,Premium,Tampines,4.03,Active
D02127,Kristina Joseph,Electric,Toa Payoh,4.19,Active
D02128,David Taylor,Sedan,Yishun,4.79,Active
D02129,Jimmy Farmer,Mpv,Ang Mo Kio,4.91,Active
D02130,John Stewart,Sedan,Jurong,4.27,Active
D02131,Matthew Scott,Hatchback,Woodlands,4.17,Active
D02132,Ronnie Phillips,Hatchback,Punggol,4.36,Active
D02133,Cynthia Juarez,Mpv,Jurong,4.5,Active
D02134,Jessica Wallace,Premium,Tampines,4.25,Active
D02135,Renee Smith,Mpv,Bedok,3.81,Active
D02136,Stacy Velasquez,Premium,Ang Mo Kio,4.43,Active
D02137,Shannon Woods,Electric,Bedok,4.36,Active
D02138,Connor Washington,Sedan,Punggol,3.84,Active
D02139,Sara Mcdonald,Mpv,Bedok,3.59,Active
D02140,Elizabeth Carlson,Hatchback,Ang Mo Kio,4.5,Active
D02141,Brian Raymond,Suv,Bishan,4.28,Active
D02142,Julie Stephens,Premium,Bishan,4.12,Active
D02143,Jack Brown,Sedan,Toa Payoh,4.42,Active
D02144,Daniel Miles,Hatchback,Yishun,4.63,Active
D02145,Steven Ortiz,Electric,Tampines,4.61,Active
D02146,Joshua Martinez,Electric,Toa Payoh,4.03,Active
D02147,Max Bray,Electric,Singapore,4.99,Active
D02148,Morgan Silva,Premium,Yishun,4.72,Active
D02149,Taylor Kelly,Hatchback,Bedok,3.51,Active
D02150,Kylie Roman,Sedan,Punggol,4.35,Active
D02151,Benjamin Hancock,Suv,Woodlands,4.22,Active
D02152,Jackson Tran,Sedan,Bedok,3.62,Active
D02153,Christina Blair,Electric,Toa Payoh,3.96,Active
D02154,Ryan Aguilar,Sedan,Punggol,4.54,Active
D02155,Caroline Sullivan,Hatchback,Ang Mo Kio,3.98,Active
D02156,Jim Grant,Premium,Tampines,4.19,Inactive
D02157,Tracy Parker,Electric,Bishan,4.82,Active
D02158,Scott Sanders,Suv,Bishan,4.78,Active
D02159,Mary Santiago,Sedan,Toa Payoh,3.83,Active
D02160,Robert Wagner,Suv,Bishan,4.44,Active
D02161,Tracy Cunningham,Premium,Punggol,4.02,Active
D02162,Michael Hernandez,Mpv,Jurong,3.86,Active
D02163,Shawn Bailey,Premium,Yishun,4.95,Active
D02164,John Hunter,Electric,Jurong,3.82,Active
D02165,Audrey Ponce,Sedan,Punggol,4.32,Active
D02166,Kelly Odom,Electric,Bishan,4.49,Active
D02167,Bryan Zimmerman,Mpv,Bedok,3.93,Active
D02168,Heather Williams,Suv,Jurong,4.61,Active
D02169,Marvin Robles,Electric,Toa Payoh,4.59,Active
D02170,Carmen Warren,Suv,Bishan,4.48,Active
D02171,Mason Skinner,Mpv,Punggol,4.74,Active
D02172,Dennis Smith,Suv,Woodlands,4.14,Active
D02173,Daniel Thompson,Electric,Yishun,4.26,Active
D02174,Amber Gordon,Suv,Ang Mo Kio,3.53,Inactive
D02175,Carrie Davis,Mpv,Yishun,4.64,Active
D02176,James Baker,Premium,Woodlands,4.01,Active
D02177,Emily Contreras,Electric,Woodlands,4.44,Active
D02178,Lauren Davis,Hatchback,Bedok,3.84,Active
D02179,Jessica Cox,Hatchback,Woodlands,4.22,Active
D02180,Elizabeth Austin,Sedan,Toa Payoh,4.36,Active
D02181,James Castillo,Electric,Toa Payoh,4.85,Active
D02182,Wayne Snyder,Sedan,Tampines,4.94,Active
D02183,Kimberly Walker MD,Suv,Tampines,3.59,Inactive
D02184,Natalie Villegas,Premium,Woodlands,4.57,Active
D02185,John Lewis,Premium,Punggol,3.83,Active
D02186,Terry Mcdonald,Electric,Singapore,4.95,Inactive
D02187,Christopher Rodriguez,Mpv,Ang Mo Kio,3.71,Active
D02188,Jessica Miles,Sedan,Singapore,3.93,Inactive
D02189,Carrie Golden,Electric,Jurong,4.25,Active
D02190,David Long,Premium,Ang Mo Kio,4.55,Suspended
D02191,Maureen Glass,Premium,Bedok,4.7,Active
D02192,Natalie Herman,Suv,Punggol,4.68,Inactive
D02193,Luke Walters,Electric,Bishan,4.95,Active
D02194,Mrs. Ashley Williams,Sedan,Ang Mo Kio,4.15,Active
D02195,Peter Sullivan,Mpv,Singapore,3.96,Active
D02196,Jessica Rollins,Hatchback,Ang Mo Kio,3.6,Inactive
D02197,Michelle Thompson,Mpv,Bishan,4.46,Active
D02198,Heather Irwin,Hatchback,Ang Mo Kio,3.66,Active
D02199,Russell Guerra,Sedan,Tampines,3.77,Active
D02200,Charles Patton,Sedan,Bishan,4.49,Active
D02201,April Barajas,Hatchback,Tampines,4.37,Active
D02202,Charles Johnson,Premium,Bedok,4.66,Active
D02203,Colin Munoz,Premium,Jurong,3.64,Active
D02204,Andrea Hansen,Hatchback,Punggol,4.42,Active
D02205,Dorothy Long DDS,Electric,Ang Mo Kio,4.35,Active
D02206,Jennifer Bailey,Mpv,Jurong,4.66,Active
D02207,Kyle Mccarthy,Electric,Bedok,4.3,Active
D02208,Raymond Flores Jr.,Mpv,Jurong,4.21,Active
D02209,Ethan Lewis,Electric,Yishun,4.86,Active
D02210,Robert Cain,Suv,Bedok,4.38,Active
D02211,Peggy Burton,Premium,Ang Mo Kio,4.9,Active
D02212,Brian Elliott,Electric,Punggol,3.98,Active
D02213,Dana Thompson,Premium,Jurong,3.86,Active
D02214,Melinda Potter,Mpv,Jurong,4.7,Active
D02215,Edwin Delgado,Suv,Ang Mo Kio,4.32,Active
D02216,Jennifer Taylor,Suv,Woodlands,4.35,Inactive
D02217,William Terry,Mpv,Woodlands,3.62,Active
D02218,Justin Clark,Suv,Woodlands,3.52,Active
D02219,Lacey Flynn,Hatchback,Toa Payoh,4.87,Active
D02220,Michele Williams,Mpv,Bedok,4.92,Active
D02221,Kenneth Padilla,Premium,Singapore,4.15,Active
D02222,Evan Bender,Hatchback,Yishun,4.15,Active
D02223,Sean Meyer,Suv,Punggol,4.69,Active
D02224,Melissa Copeland,Hatchback,Ang Mo Kio,4.27,Active
D02225,Maria Henry,Electric,Toa Payoh,4.17,Active
D02226,Tina Cohen,Hatchback,Punggol,3.85,Active
D02227,Seth Mcmillan,Hatchback,Woodlands,3.54,Active
D02228,Jessica White,Mpv,Ang Mo Kio,3.71,Active
D02229,Aaron Richardson,Hatchback,Singapore,3.64,Active
D02230,Stephanie Ali,Suv,Punggol,4.2,Active
D02231,Daniel Barron,Hatchback,Bishan,5.0,Active
D02232,Michelle Gill,Mpv,Toa Payoh,4.59,Active
D02233,Joseph Webb,Mpv,Jurong,4.73,Active
D02234,Cassandra Walsh,Mpv,Toa Payoh,4.92,Active
D02235,Daniel Francis,Sedan,Tampines,4.28,Active
D02236,Benjamin White,Premium,Bishan,3.89,Inactive
D02237,Juan Hart,Sedan,Bishan,4.97,Active
D02238,Alexis Duran,Mpv,Punggol,4.03,Active
D02239,Kevin Martinez,Sedan,Punggol,3.88,Active
D02240,John George,Premium,Woodlands,4.63,Active
D02241,Brandi Bates,Sedan,Toa Payoh,4.78,Active
D02242,Jennifer Smith,Suv,Bishan,4.53,Active
D02243,Kevin Foster,Sedan,Bedok,4.54,Active
D02244,Edward Gillespie,Sedan,Toa Payoh,4.87,Active
D02245,Robin Ball,Mpv,Woodlands,4.81,Active
D02246,Albert Jensen,Premium,Jurong,3.75,Active
D02247,Eric Perry,Sedan,Jurong,4.55,Inactive
D02248,Veronica Davis,Electric,Woodlands,4.21,Active
D02249,Michael Kennedy,Hatchback,Toa Payoh,3.9,Active
D02250,Dawn Ingram,Premium,Woodlands,4.62,Active
D02251,Nathan Reilly,Mpv,Toa Payoh,3.63,Active
D02252,Richard Potter,Mpv,Jurong,4.11,Active
D02253,Andrew Lee,Electric,Bishan,3.53,Active
D02254,Heather Grimes,Premium,Ang Mo Kio,4.44,Active
D02255,Anthony Thompson,Premium,Tampines,3.59,Active
D02256,Joseph George,Sedan,Yishun,3.79,Active
D02257,Christopher Wright,Hatchback,Punggol,3.87,Active
D02258,Jennifer Baker,Suv,Bedok,4.86,Active
D02259,Louis Kennedy,Suv,Punggol,3.89,Active
D02260,David Garcia,Electric,Jurong,3.76,Active
D02261,Jeffrey Burns,Premium,Woodlands,3.6,Active
D02262,Lucas Miller,Sedan,Ang Mo Kio,4.08,Active
D02263,Haley Dean,Premium,Jurong,4.75,Inactive
D02264,Kristen Hess,Suv,Ang Mo Kio,3.84,Active
D02265,Crystal Rice,Premium,Ang Mo Kio,4.54,Active
D02266,Michael Hall,Electric,Punggol,4.39,Active
D02267,Kaitlin Evans,Premium,Jurong,3.57,Active
D02268,Brittany Cooper,Suv,Bishan,4.98,Active
D02269,Stephen Watts,Suv,Yishun,3.99,Active
D02270,Randy Larson,Suv,Yishun,3.62,Active
D02271,Melissa Sampson,Hatchback,Singapore,3.77,Active
D02272,Joshua Robinson,Hatchback,Bishan,3.66,Active
D02273,Mark Savage,Sedan,Toa Payoh,4.56,Active
D02274,Aaron King,Electric,Bedok,4.81,Active
D02275,Olivia Hall,Hatchback,Yishun,4.19,Active
D02276,Joshua Foster,Premium,Singapore,4.26,Active
D02277,Anthony Perez,Sedan,Bedok,3.5,Active
D02278,Cody Daniel DVM,Suv,Woodlands,4.13,Inactive
D02279,Kevin Vargas,Sedan,Toa Payoh,4.43,Active
D02280,Eric Richardson,Electric,Ang Mo Kio,3.71,Active
D02281,Denise Castro,Suv,Singapore,4.85,Active
D02282,Christine Molina,Suv,Punggol,4.0,Active
D02283,Rhonda Leonard,Mpv,Woodlands,4.38,Active
D02284,Debra Quinn,Mpv,Bishan,3.54,Active
D02285,John Vaughn,Hatchback,Ang Mo Kio,4.99,Active
D02286,Sarah Price,Electric,Bishan,4.06,Active
D02287,Marissa Mann,Sedan,Woodlands,4.07,Active
D02288,Kristin Morris,Hatchback,Punggol,4.77,Active
D02289,Ryan Horton,Hatchback,Singapore,4.45,Active
D02290,Nicole Marshall,Mpv,Bishan,4.07,Active
D02291,Matthew Hopkins,Premium,Jurong,3.98,Active
D02292,Jose Kramer,Premium,Bedok,4.38,Active
D02293,Joseph Lucas,Sedan,Bishan,3.54,Active
D02294,Brandon Quinn,Hatchback,Bedok,4.22,Active
D02295,Matthew George,Electric,Tampines,3.58,Active
D02296,Sarah Serrano,Mpv,Yishun,3.71,Active
D02297,Robert Hayes,Premium,Bedok,4.03,Active
D02298,Cory Gonzalez,Suv,Jurong,4.42,Active
D02299,Sonya Jones,Mpv,Toa Payoh,3.93,Active
D02300,Matthew Jackson,Electric,Woodlands,4.47,Active
D02301,Susan Salinas,Mpv,Tampines,4.82,Active
D02302,Daniel Smith,Premium,Toa Payoh,4.58,Active
D02303,Cynthia Richmond,Electric,Punggol,4.99,Active
D02304,Kathleen Barber,Electric,Woodlands,4.18,Inactive
D02305,Brandon Cox,Electric,Tampines,3.62,Active
D02306,Bradley Lutz,Sedan,Yishun,4.15,Active
D02307,John Leon,Mpv,Woodlands,3.78,Active
D02308,Allen Henderson,Suv,Bishan,4.64,Active
D02309,William Davis,Premium,Woodlands,3.68,Active
D02310,Laura Jackson,Electric,Woodlands,3.88,Active
D02311,Jamie Freeman,Premium,Punggol,4.31,Active
D02312,Dwayne Rodriguez,Sedan,Jurong,4.79,Active
D02313,Courtney Crawford,Premium,Bishan,3.9,Active
D02314,Tracy Perez,Premium,Woodlands,3.96,Active
D02315,Jeffrey Brown,Electric,Punggol,4.54,Active
D02316,Robert Rivera,Premium,Bishan,4.94,Active
D02317,Amy Williams,Premium,Ang Mo Kio,3.93,Active
D02318,Brandon Hoover,Sedan,Tampines,4.81,Active
D02319,Adam Johnson,Electric,Jurong,3.78,Active
D02320,Olivia Parsons,Premium,Ang Mo Kio,3.93,Active
D02321,Lauren Torres,Suv,Yishun,4.33,Active
D02322,Richard Franklin,Premium,Woodlands,4.6,Active
D02323,Brandon Stephens,Premium,Toa Payoh,4.72,Active
D02324,Kelly Mack,Premium,Tampines,3.79,Active
D02325,Rhonda Valencia,Sedan,Yishun,3.64,Active
D02326,James Bishop,Mpv,Yishun,4.84,Inactive
D02327,Ryan Medina,Premium,Toa Payoh,4.95,Active
D02328,Jeffrey Mills,Suv,Tampines,4.13,Inactive
D02329,Patricia Martinez,Premium,Yishun,3.88,Active
D02330,Jeremy Fernandez,Electric,Bishan,3.88,Active
D02331,Brett Keller,Mpv,Tampines,3.93,Active
D02332,Zachary Williamson,Suv,Ang Mo Kio,4.08,Active
D02333,Erik Bullock,Sedan,Bedok,4.61,Active
D02334,Autumn Christian,Electric,Bishan,4.53,Inactive
D02335,Erin Gardner,Suv,Bishan,4.79,Active
D02336,Samantha Keller,Mpv,Toa Payoh,4.39,Inactive
D02337,Brent Jensen,Premium,Woodlands,4.73,Active
D02338,Monica Cuevas PhD,Mpv,Tampines,4.32,Active
D02339,Jonathan Cross,Sedan,Yishun,4.15,Active
D02340,Lindsay Gray,Suv,Bishan,4.16,Active
D02341,Angie Ayers,Premium,Singapore,4.89,Active
D02342,Michelle Jackson,Suv,Punggol,3.54,Active
D02343,William Riggs,Hatchback,Punggol,3.7,Active
D02344,Jennifer Young,Mpv,Jurong,4.4,Active
D02345,Tara Avery,Hatchback,Ang Mo Kio,4.56,Inactive
D02346,Gail White,Mpv,Jurong,3.52,Active
D02347,Gina Gentry,Sedan,Bedok,4.29,Active
D02348,Nancy Lee,Suv,Ang Mo Kio,4.44,Active
D02349,Jordan Ortega,Premium,Tampines,4.87,Active
D02350,David Miller,Sedan,Bishan,4.68,Active
D02351,Beth Martin DDS,Hatchback,Bishan,4.82,Inactive
D02352,Perry Smith,Premium,Punggol,4.43,Active
D02353,Eric Roberts,Electric,Jurong,4.58,Active
D02354,Jay Lee,Electric,Punggol,4.7,Inactive
D02355,Craig Stewart,Electric,Singapore,4.87,Active
D02356,Gary Payne,Sedan,Bedok,4.07,Active
D02357,Dawn Baldwin,Hatchback,Singapore,3.8,Active
D02358,Rachel Robinson,Suv,Bedok,4.93,Active
D02359,Heidi Serrano,Sedan,Singapore,3.68,Active
D02360,Christopher Singleton,Sedan,Punggol,3.57,Active
D02361,Carlos Bishop,Suv,Tampines,3.77,Active
D02362,Christopher Watkins,Suv,Woodlands,4.27,Active
D02363,Andrew Morrow,Hatchback,Punggol,3.96,Active
D02364,Samuel Bush,Hatchback,Toa Payoh,3.8,Active
D02365,Shawn Pittman,Electric,Tampines,4.36,Active
D02366,Becky Schroeder,Suv,Ang Mo Kio,4.48,Active
D02367,Reginald Wilson,Hatchback,Singapore,3.96,Active
D02368,Julian Mcfarland,Suv,Singapore,4.19,Active
D02369,Melissa Estrada,Premium,Bedok,3.92,Active
D02370,Lee Mullins,Electric,Ang Mo Kio,4.9,Active
D02371,Christopher Buck,Premium,Bishan,4.28,Active
D02372,Alexis Johnson,Hatchback,Yishun,4.49,Active
D02373,Lisa Murphy,Premium,Toa Payoh,4.83,Active
D02374,Raymond Kim,Hatchback,Punggol,4.3,Active
D02375,Gerald Andrews,Mpv,Tampines,4.89,Active
D02376,Jamie Snyder,Electric,Bishan,3.62,Active
D02377,Jill Herrera,Sedan,Bishan,4.39,Active
D02378,Lance Brown,Hatchback,Ang Mo Kio,4.24,Inactive
D02379,Justin Barker,Premium,Singapore,3.52,Active
D02380,Heidi Nichols,Hatchback,Jurong,4.07,Active
D02381,Mary Morgan,Hatchback,Tampines,4.98,Active
D02382,Daniel Case,Suv,Woodlands,3.63,Active
D02383,Chad Alvarado,Premium,Woodlands,4.52,Active
D02384,William Neal,Mpv,Singapore,3.68,Active
D02385,Manuel Mendoza,Mpv,Bishan,3.73,Active
D02386,Christine Howell,Mpv,Singapore,4.34,Active
D02387,Patrick Huff,Hatchback,Bishan,3.66,Active
D02388,Charles Cuevas,Electric,Punggol,3.57,Active
D02389,Scott Duke DDS,Mpv,Punggol,4.16,Active
D02390,Amanda Torres,Premium,Yishun,4.69,Inactive
D02391,Matthew Smith,Mpv,Singapore,4.68,Active
D02392,Elizabeth Rush,Hatchback,Woodlands,4.89,Active
D02393,Jamie Brooks,Mpv,Tampines,3.68,Suspended
D02394,Anthony Baker,Mpv,Bedok,4.24,Active
D02395,Timothy Bonilla,Hatchback,Tampines,4.63,Active
D02396,Belinda Gomez,Electric,Bishan,4.51,Active
D02397,Miss Kelly Lowe,Sedan,Woodlands,3.64,Active
D02398,Ryan Perry,Electric,Toa Payoh,4.43,Active
D02399,John Fields,Hatchback,Jurong,4.66,Active
D02400,Cynthia Brown,Hatchback,Yishun,4.78,Active
D02401,Brooke Hoffman,Sedan,Tampines,4.59,Inactive
D02402,Noah Webb,Sedan,Tampines,3.6,Active
D02403,Ellen Deleon,Mpv,Singapore,3.98,Active
D02404,Christie Velasquez,Hatchback,Tampines,4.57,Active
D02405,Julia Moses,Premium,Bishan,4.1,Active
D02406,Jessica Christensen,Mpv,Singapore,4.1,Active
D02407,Lisa Griffin,Mpv,Tampines,3.76,Active
D02408,Alexander Peters,Premium,Tampines,3.58,Active
D02409,Marisa Walker,Premium,Bedok,3.5,Inactive
D02410,Edward Boyd,Electric,Woodlands,4.06,Active
D02411,Donna Bishop,Premium,Punggol,3.68,Inactive
D02412,Michelle Crane,Mpv,Punggol,4.15,Active
D02413,Jodi Jones,Electric,Bishan,3.6,Active
D02414,Elaine Quinn,Hatchback,Toa Payoh,4.52,Active
D02415,John Miller,Hatchback,Woodlands,4.97,Active
D02416,Angela Ortega MD,Hatchback,Toa Payoh,4.65,Active
D02417,Megan Davis,Electric,Singapore,3.61,Active
D02418,Francisco Johnson,Electric,Punggol,4.75,Active
D02419,John Keith,Sedan,Punggol,4.9,Active
D02420,Joshua Davis,Premium,Yishun,3.57,Active
D02421,Amanda Austin,Suv,Tampines,4.21,Active
D02422,Ryan Rogers II,Suv,Jurong,3.86,Inactive
D02423,Jonathan Hampton,Sedan,Bishan,3.88,Active
D02424,David Trujillo,Sedan,Bishan,4.15,Active
D02425,Christie Morris,Hatchback,Bishan,4.97,Active
D02426,Amy Graham,Mpv,Yishun,4.45,Inactive
D02427,Adam Skinner,Suv,Punggol,4.27,Active
D02428,Bradley Ruiz,Sedan,Yishun,3.96,Active
D02429,Natalie Weaver,Electric,Singapore,3.83,Active
D02430,Victoria Butler,Mpv,Punggol,4.37,Active
D02431,Rachel Shelton,Hatchback,Singapore,4.6,Active
D02432,Dr. Anthony Grimes,Suv,Tampines,4.51,Active
D02433,Matthew Adams,Hatchback,Toa Payoh,4.06,Active
D02434,Sandra Stewart MD,Premium,Bishan,4.02,Active
D02435,Michael Santos,Electric,Tampines,3.63,Inactive
D02436,Kevin Hahn,Premium,Yishun,4.73,Active
D02437,Benjamin Valenzuela,Mpv,Bishan,3.71,Active
D02438,Brandon Harris,Suv,Jurong,4.15,Active
D02439,Kimberly Mitchell,Electric,Bishan,4.25,Active
