driver_id,driver_name,vehicle_type,city,join_date,rating,status
D00828,Joshua Jackson,Sedan,Ang Mo Kio,2021-05-02,4.54,Active
D00829,Samantha Sosa,Electric,Punggol,2021-04-15,3.53,Active
D00830,Angela Williams,Electric,Woodlands,2022-06-10,3.52,Active
D00831,Dana Jackson,Hatchback,Punggol,2023-09-03,3.98,Active
D00832,Amanda Perez,SUV,Ang Mo Kio,2019-03-18,4.58,Active
D00833,William Williams,Electric,Toa Payoh,2019-03-27,4.71,Active
D00834,Alex Anderson,SUV,Punggol,2026-04-17,4.8,Inactive
D00835,Victoria Lynch,SUV,Toa Payoh,2018-09-09,4.98,Active
D00836,Ricky Jones,Hatchback,Punggol,2025-10-18,3.75,Inactive
D00837,Kimberly Porter,Electric,Ang Mo Kio,2020-05-18,4.73,Active
D00838,Kevin Fuller,Premium,Bishan,2022-03-01,4.93,Active
D00839,Cynthia Boyd,MPV,Jurong,2020-08-14,4.21,Active
D00840,Cameron Cox,SUV,Woodlands,2019-07-11,4.81,Active
D00841,Hayden Orozco,Electric,Singapore,2019-12-25,4.22,Active
D00842,Jill Walker,Hatchback,Singapore,2024-07-05,4.37,Active
D00843,Angela Scott,Hatchback,Tampines,2020-03-16,4.05,Active
D00844,William Martin,Premium,Toa Payoh,2019-11-12,3.78,Active
D00845,Deborah Vaughn,Hatchback,Ang Mo Kio,2023-05-23,4.66,Active
D00846,Gloria Smith,MPV,Woodlands,2025-09-16,3.61,Active
D00847,Amy Phillips,Electric,Toa Payoh,2024-05-02,4.67,Active
D00848,James Morales,Hatchback,Jurong,2026-07-18,3.81,Active
D00849,Tanya Sawyer,Premium,Bedok,2023-02-15,4.77,Active
D00850,Samantha Murray,Electric,Bedok,2022-04-21,3.62,Active
D00851,Rachel Scott,MPV,Bishan,2024-01-26,4.66,Active
D00852,Tracy Clark,Electric,Woodlands,2021-05-31,3.98,Active
D00853,Jason Collins,SUV,Yishun,2024-06-16,4.53,Active
D00854,Angela Oneill,Sedan,Punggol,2018-08-12,4.05,Active
D00855,Alexandra Smith,MPV,Ang Mo Kio,2018-12-09,4.8,Active
D00856,Sherri Davis,Hatchback,Toa Payoh,2023-06-10,3.61,Active
D00857,Edward Camacho,MPV,Bedok,2019-12-06,4.06,Active
D00858,Johnny Frank,SUV,Jurong,2018-09-22,4.82,Active
D00859,Gary Cox,SUV,Woodlands,2025-07-20,4.87,Active
D00860,Christopher Foster,Hatchback,Ang Mo Kio,2025-10-10,4.18,Suspended
D00861,Monica Jordan,Premium,Yishun,2021-12-18,4.22,Active
D00862,Jennifer Berg,MPV,Bishan,2020-06-21,4.67,Active
D00863,Hannah Li,Electric,Singapore,2019-08-11,4.41,Active
D00864,Alyssa Buchanan,Hatchback,Singapore,2018-11-10,4.53,Active
D00865,Thomas Fowler,Electric,Toa Payoh,2020-05-23,4.09,Active
D00866,John Butler,MPV,Bishan,2020-10-13,4.53,Active
D00867,Gina Bennett,Hatchback,Punggol,2024-01-04,4.21,Active
D00868,Alexander Morgan,Electric,Ang Mo Kio,2021-08-02,4.59,Active
D00869,Mrs. Robin Powell DVM,Premium,Jurong,2023-11-01,4.9,Active
D00870,Matthew Sims,MPV,Yishun,2022-11-17,4.09,Active
D00871,Matthew Anderson,MPV,Woodlands,2026-06-04,4.63,Inactive
D00872,Mr. Mitchell Bautista Jr.,Premium,Bedok,2023-01-29,4.44,Active
D00873,Kayla Kirk,Premium,Punggol,2020-03-25,4.87,Active
D00874,Michelle Silva,MPV,Ang Mo Kio,2021-03-12,4.34,Active
D00875,Gina Jones,SUV,Bedok,2024-04-21,4.39,Active
D00876,John Henderson,Electric,Toa Payoh,2026-05-24,4.72,Active
D00877,Christine Washington,MPV,Tampines,2025-10-28,4.51,Active
D00878,Brian Bailey,Sedan,Yishun,2020-07-08,3.97,Active
D00879,Cristian Walker,MPV,Tampines,2022-03-09,3.87,Active
D00880,Robert Henry,SUV,Toa Payoh,2024-10-22,4.95,Inactive
D00881,Kristin Townsend,Hatchback,Bedok,2021-03-21,4.45,Active
D00882,Daniel Olsen,Hatchback,Jurong,2024-09-19,3.92,Active
D00883,Ashley Luna,Electric,Singapore,2022-10-30,4.78,Active
D00884,Keith Vazquez,MPV,Jurong,2022-09-13,3.86,Active
D00885,Steven Shepherd,MPV,Bishan,2019-05-04,4.07,Active
D00886,Elizabeth Ellis,Electric,Punggol,2021-09-27,4.47,Active
D00887,Bradley Burns,Premium,Woodlands,2023-06-04,3.9,Active
D00888,Holly Parsons,MPV,Jurong,2021-11-01,4.72,Active
D00889,Nicole Sawyer,Hatchback,Bedok,2026-02-06,4.22,Active
D00890,Sarah Wade,MPV,Toa Payoh,2026-03-09,4.42,Active
D00891,Michael Johnson,Electric,Singapore,2020-09-20,3.79,Active
D00892,Sarah Jenkins,MPV,Yishun,2022-02-12,3.84,Active
D00893,Joseph Taylor,Sedan,Singapore,2024-09-25,3.7,Inactive
D00894,Nathan Armstrong,Premium,Bishan,2026-07-05,3.86,Active
D00895,Joshua Thomas,Hatchback,Punggol,2021-12-08,4.09,Active
D00896,Larry Ortiz,Sedan,Ang Mo Kio,2024-12-27,4.4,Active
D00897,Sarah Perry,Premium,Ang Mo Kio,2019-11-03,3.82,Active
D00898,Keith Smith,Hatchback,Tampines,2021-10-14,3.89,Active
D00899,Anthony Woods,SUV,Toa Payoh,2022-01-27,4.14,Active
D00900,Jason Garcia,Electric,Bedok,2023-03-07,4.92,Active
D00901,Hannah Gomez,Hatchback,Bedok,2024-12-22,4.11,Active
D00902,Amy Navarro,Hatchback,Woodlands,2022-02-24,4.16,Active
D00903,Jeffrey Reed,Premium,Tampines,2023-08-11,4.54,Active
D00904,Tony Sanchez,Premium,Singapore,2022-06-20,4.3,Active
D00905,Debra Johnson,Sedan,Jurong,2020-12-29,3.68,Inactive
D00906,Cynthia Taylor,Sedan,Woodlands,2020-09-03,3.81,Active
D00907,Levi Williamson,Premium,Singapore,2025-09-20,4.54,Active
D00908,Aaron Peters,MPV,Toa Payoh,2020-11-27,3.81,Active
D00909,Michael Mccall,Sedan,Ang Mo Kio,2023-11-20,4.55,Active
D00910,Julie Herrera,Hatchback,Jurong,2024-04-07,4.7,Active
D00911,Robert Russell,Sedan,Singapore,2021-10-10,4.03,Active
D00912,Donald Lewis,Hatchback,Toa Payoh,2021-08-19,4.57,Active
D00913,Scott Watson,Electric,Bishan,2023-03-30,3.82,Active
D00914,Sheri Sosa,Sedan,Yishun,2025-06-06,4.54,Active
D00915,Heather Soto,Electric,Bedok,2025-09-20,4.43,Active
D00916,David Gonzalez,Premium,Punggol,2025-07-16,3.68,Active
D00917,Robert Jones,Electric,Toa Payoh,2019-11-24,4.89,Inactive
D00918,Monica Smith,SUV,Bedok,2020-04-04,3.81,Active
D00919,Heidi Weber,Electric,Punggol,2018-10-22,3.65,Active
D00920,Justin Crawford DVM,Sedan,Singapore,2019-03-15,3.59,Active
D00921,Victoria Weaver,Electric,Bedok,2021-11-17,3.53,Suspended
D00922,Robert Daniels,Sedan,Bishan,2021-10-07,4.61,Active
D00923,Angel Carlson,SUV,Yishun,2026-07-17,4.43,Active
D00924,Nathaniel Mckinney,Hatchback,Tampines,2020-02-29,3.72,Active
D00925,Miranda Hayes,Hatchback,Tampines,2021-02-22,4.1,Active
D00926,James Clark,MPV,Bedok,2019-12-29,4.49,Active
D00927,Cassandra Kelley,SUV,Tampines,2024-02-19,4.41,Active
D00928,Christopher Bates,MPV,Bishan,2024-09-08,4.54,Active
D00929,Lisa Nguyen,Electric,Bishan,2021-08-13,4.6,Active
D00930,Jennifer Jones,MPV,Woodlands,2025-07-30,4.17,Active
D00931,Michelle Williamson,Electric,Bedok,2022-04-02,4.76,Active
D00932,Robert Olsen,Hatchback,Bishan,2026-02-16,4.89,Inactive
D00933,Kyle Lee,Hatchback,Woodlands,2025-10-24,4.34,Inactive
D00934,Christina Graves,Hatchback,Toa Payoh,2022-12-24,4.11,Active
D00935,Bruce Peterson,Electric,Bedok,2026-07-08,4.24,Active
D00936,John Johnson,Electric,Bishan,2024-05-22,3.84,Active
D00937,Danielle Erickson,MPV,Jurong,2018-09-08,4.59,Active
D00938,Edward Serrano,SUV,Bishan,2024-09-13,4.33,Inactive
D00939,Ryan Frazier,Sedan,Toa Payoh,2025-09-18,3.93,Active
D00940,Melissa Gamble,Premium,Yishun,2025-12-07,4.24,Active
D00941,Brandon Perry,SUV,Bishan,2019-02-09,3.8,Active
D00942,Donald Mccormick,Premium,Tampines,2023-09-21,4.09,Active
D00943,Kenneth Collins,SUV,Ang Mo Kio,2023-01-22,4.32,Active
D00944,Barbara Richardson,Premium,Tampines,2022-09-22,4.36,Active
D00945,Alexandra Johnson,Electric,Ang Mo Kio,2019-12-19,3.62,Active
D00946,Matthew Cameron,Premium,Bishan,2022-05-25,4.11,Active
D00947,Krystal Morgan,Electric,Jurong,2023-04-21,4.02,Active
D00948,David Rogers,Sedan,Bedok,2018-10-29,4.14,Active
D00949,Kimberly Kim,Electric,Bedok,2025-03-07,4.96,Active
D00950,George Molina,MPV,Tampines,2026-07-14,4.84,Active
D00951,Terry Elliott,SUV,Yishun,2018-08-02,4.03,Active
D00952,Evan Landry,Sedan,Toa Payoh,2021-08-25,4.16,Inactive
D00953,Dawn Horn,Electric,Singapore,2025-02-17,4.25,Active
D00954,Lisa Wilson,Premium,Tampines,2021-01-23,4.67,Active
D00955,April Finley,Premium,Jurong,2020-01-31,3.77,Active
D00956,Troy Wilson,Premium,Toa Payoh,2025-11-02,3.8,Active
D00957,Kyle Cooper,SUV,Yishun,2025-05-19,4.53,Active
D00958,Angela Smith,Hatchback,Tampines,2019-11-30,3.58,Active
D00959,Caitlin Hopkins,Sedan,Yishun,2023-09-15,4.55,Active
D00960,Jasmine Yates,SUV,Ang Mo Kio,2020-11-02,4.48,Active
D00961,Lance Smith,Hatchback,Punggol,2024-11-28,3.81,Active
D00962,Amanda Smith,MPV,Tampines,2023-10-08,4.72,Inactive
D00963,Amber Oliver,Hatchback,Tampines,2022-02-07,4.03,Active
D00964,Amber Garcia,Premium,Woodlands,2026-06-18,4.51,Active
D00965,Sarah Love,Premium,Toa Payoh,2019-09-27,3.56,Active
D00966,Mark Johnson,Sedan,Bedok,2019-02-05,4.35,Active
D00967,Crystal Miller,Premium,Bishan,2022-10-02,3.82,Active
D00968,Steven Cole,Premium,Bedok,2024-08-10,4.39,Active
D00969,James Rogers,Sedan,Bishan,2020-04-24,4.2,Active
D00970,Joseph Rhodes,Electric,Toa Payoh,2018-09-24,4.81,Active
D00971,Alan Mullins,SUV,Toa Payoh,2022-03-17,4.66,Active
D00972,Laura Glover,Premium,Singapore,2025-08-09,4.34,Active
D00973,John Lambert,Premium,Jurong,2021-04-21,4.32,Active
D00974,Yolanda Fisher,Electric,Bedok,2023-04-18,3.89,Active
D00975,Michelle Turner,MPV,Jurong,2024-11-27,4.79,Active
D00976,Earl Sanchez,MPV,Woodlands,2023-03-12,4.54,Active
D00977,Gabriel Martin,Electric,Toa Payoh,2019-03-13,3.8,Active
D00978,Raymond Rodriguez,Premium,Bishan,2023-06-13,3.8,Active
D00979,Tiffany Kim,Hatchback,Punggol,2020-02-03,4.05,Active
D00980,Nancy Kelley,SUV,Bedok,2022-08-11,4.6,Active
D00981,Ryan Ruiz,MPV,Singapore,2026-05-01,3.91,Active
D00982,Bradley Campbell,Premium,Tampines,2022-02-25,3.8,Active
D00983,Charles Smith,Hatchback,Punggol,2021-10-03,3.73,Active
D00984,Joshua Ellis,SUV,Toa Payoh,2021-02-16,4.21,Inactive
D00985,Jeffrey Edwards,Premium,Woodlands,2026-03-30,3.88,Active
D00986,Tanya Mcconnell,SUV,Yishun,2023-08-29,4.74,Active
D00987,Rhonda Lopez,MPV,Bishan,2021-11-01,4.71,Active
D00988,Jessica Ortega,Premium,Ang Mo Kio,2025-02-04,4.66,Active
D00989,Laura Saunders,Premium,Toa Payoh,2021-07-12,4.31,Active
D00990,Eric Johnson,Hatchback,Yishun,2022-10-28,4.66,Active
D00991,Margaret Neal,Electric,Toa Payoh,2026-01-29,3.89,Active
D00992,Cameron Koch,Sedan,Ang Mo Kio,2026-04-08,4.44,Active
D00993,Steven Day,Sedan,Bedok,2021-03-03,4.58,Active
D00994,David Bonilla,Hatchback,Ang Mo Kio,2025-06-03,4.03,Active
D00995,Dr. Caleb Reeves,SUV,Ang Mo Kio,2019-06-24,3.75,Active
D00996,Andrew Martinez,SUV,Tampines,2025-07-19,4.67,Active
D00997,Jason Wilson,SUV,Yishun,2023-04-19,4.82,Active
D00998,Wendy Williams,Sedan,Bedok,2022-12-29,4.72,Active
D00999,Charles Lambert,Premium,Jurong,2022-06-28,4.66,Active
D01000,Jessica Patterson,Hatchback,Bishan,2023-07-09,3.9,Active
D01001,Troy Jones,Electric,Singapore,2023-04-20,3.81,Active
D01002,Kevin Delacruz,Electric,Punggol,2023-09-15,4.87,Active
D01003,Joseph Hall,Hatchback,Ang Mo Kio,2021-11-12,4.84,Active
D01004,David Berger,Sedan,Bedok,2023-04-21,3.96,Active
D01005,Donald Blake,Premium,Punggol,2022-09-20,3.5,Active
D01006,Douglas Grimes,Electric,Toa Payoh,2024-08-17,4.97,Active
D01007,Judy Campbell,Sedan,Ang Mo Kio,2020-04-14,3.93,Active
D01008,Kenneth Garcia,Electric,Toa Payoh,2026-02-16,4.05,Active
D01009,Steven Fisher,Premium,Punggol,2025-06-17,3.99,Active
D01010,Matthew Fisher,Premium,Ang Mo Kio,2020-07-02,4.37,Active
D01011,Michael Chandler,MPV,Yishun,2024-12-04,3.75,Active
D01012,Catherine Wu,Sedan,Toa Payoh,2025-05-17,4.2,Active
D01013,Katrina Smith,Premium,Tampines,2025-03-05,4.79,Active
D01014,Dr. April Pace,MPV,Singapore,2024-10-09,4.26,Active
D01015,Ashley Mckay,Premium,Bedok,2020-04-09,4.33,Active
D01016,Kelly Harding,Hatchback,Jurong,2018-11-16,4.4,Active
D01017,Andrew Martinez,MPV,Jurong,2023-06-09,4.0,Active
D01018,Maria Austin,SUV,Jurong,2023-09-07,3.56,Active
D01019,Brianna Taylor,SUV,Yishun,2021-02-02,3.79,Active
D01020,Jeffery Flores,SUV,Woodlands,2026-01-10,4.71,Suspended
D01021,Sandra Bridges,MPV,Yishun,2023-07-08,4.68,Active
D01022,Ryan Mathis,Electric,Singapore,2022-10-04,4.26,Active
D01023,Anthony Owen,SUV,Ang Mo Kio,2024-07-08,4.67,Active
D01024,Sarah Fisher,Hatchback,Yishun,2019-05-07,4.82,Active
D01025,Madison Preston,MPV,Bedok,2025-02-03,3.59,Active
D01026,Julia Gray,SUV,Woodlands,2022-01-18,4.63,Active
D01027,William Daniels,SUV,Toa Payoh,2023-11-11,4.51,Active
D01028,Christopher Rose,MPV,Singapore,2020-04-09,3.62,Inactive
D01029,Elizabeth Smith,Electric,Bedok,2024-08-09,3.62,Active
D01030,Andrew Pearson,SUV,Ang Mo Kio,2025-02-18,4.38,Active
D01031,Mrs. Lisa Smith,Premium,Ang Mo Kio,2024-03-18,4.75,Active
D01032,Kimberly Park,Electric,Yishun,2021-08-23,3.78,Suspended
D01033,William Clark,Electric,Bedok,2024-06-06,3.69,Active
D01034,Brittany Stewart,SUV,Tampines,2026-04-23,3.65,Active
D01035,Nicolas Hernandez,MPV,Toa Payoh,2026-06-22,4.14,Active
D01036,Laurie Moore,Sedan,Jurong,2020-01-04,4.35,Active
D01037,Leslie Nunez,Hatchback,Bishan,2024-08-16,4.03,Active
D01038,Alexander Cruz,Hatchback,Bedok,2025-02-16,3.98,Active
D01039,Ralph Hansen,Sedan,Yishun,2024-01-18,4.93,Active
D01040,Isaiah Kennedy,SUV,Jurong,2018-08-31,4.82,Active
D01041,Jessica Le,Premium,Tampines,2020-07-20,4.69,Active
D01042,Amber Wolfe,Premium,Tampines,2022-05-30,3.88,Active
D01043,Anthony Adams,Hatchback,Punggol,2024-08-02,4.34,Active
D01044,Charles Williams,Electric,Yishun,2024-09-23,3.59,Active
D01045,Anthony Rojas,SUV,Singapore,2019-08-06,4.05,Active
D01046,Kimberly Garcia,Premium,Yishun,2025-05-22,4.97,Active
D01047,Jerry Jones,Hatchback,Bedok,2024-02-07,4.81,Active
D01048,Justin Navarro,Premium,Bedok,2021-09-04,4.49,Active
D01049,Daniel Cohen,Hatchback,Bedok,2024-11-12,4.7,Active
D01050,Michael Harris,MPV,Jurong,2025-03-25,3.73,Active
D01051,Donald Briggs,MPV,Bedok,2022-04-14,3.93,Active
D01052,Gerald Miller,Electric,Bishan,2020-07-19,4.62,Active
D01053,Leslie Green,MPV,Toa Payoh,2025-10-10,4.71,Active
D01054,Dustin Riley,Electric,Ang Mo Kio,2025-04-04,4.54,Active
D01055,Brian Perez,Premium,Punggol,2018-09-21,4.79,Active
D01056,Jennifer Johnston,SUV,Toa Payoh,2022-09-30,3.56,Active
D01057,Wendy Peterson,Premium,Jurong,2020-08-28,3.64,Active
D01058,Michael Barnes,Electric,Woodlands,2024-11-27,4.44,Active
D01059,Roy Kelley,Premium,Singapore,2021-07-30,4.75,Active
D01060,Michael Sutton,Sedan,Singapore,2022-12-28,4.93,Inactive
D01061,Shannon Stevens,Hatchback,Punggol,2023-01-13,3.65,Active
D01062,Tamara Hunt,Electric,Bishan,2019-07-16,4.86,Active
D01063,Jennifer Oneal,MPV,Singapore,2024-01-04,4.64,Active
D01064,James Cole,Hatchback,Jurong,2025-09-28,4.82,Active
D01065,Kenneth Silva,MPV,Singapore,2023-04-17,4.25,Active
D01066,Suzanne Griffin,Electric,Jurong,2022-05-09,3.7,Active
D01067,William Castro,MPV,Toa Payoh,2019-01-02,4.49,Active
D01068,Bradley Norman,Electric,Toa Payoh,2019-09-03,3.95,Active
D01069,Julia May,MPV,Ang Mo Kio,2023-01-09,4.53,Active
D01070,Emily Fox,Hatchback,Punggol,2022-04-15,4.09,Active
D01071,Shelly Thomas,Premium,Ang Mo Kio,2024-01-14,3.64,Active
D01072,Kirk Merritt,MPV,Ang Mo Kio,2022-03-25,4.68,Active
D01073,Deborah Smith,Hatchback,Bishan,2022-04-17,4.96,Active
D01074,Mr. Matthew Huang,Premium,Bishan,2024-10-17,4.97,Active
D01075,April Valentine,MPV,Tampines,2021-11-29,3.6,Inactive
D01076,Samuel Benson,Electric,Singapore,2019-03-29,3.98,Active
D01077,Andrew Murray,MPV,Ang Mo Kio,2024-05-13,4.14,Active
D01078,Peter Diaz,Premium,Ang Mo Kio,2022-02-23,4.21,Active
D01079,Brianna Harris,Sedan,Singapore,2025-02-08,3.7,Active
D01080,Tracy Walker,Premium,Ang Mo Kio,2021-04-06,4.38,Active
D01081,April Finley,Electric,Punggol,2026-03-10,4.44,Active
D01082,Erin Martinez,MPV,Tampines,2026-02-18,4.31,Active
D01083,Lawrence Clark,Premium,Singapore,2024-04-07,3.59,Active
D01084,Stephanie Johnson,Electric,Singapore,2021-09-29,4.71,Active
D01085,Warren Sparks,MPV,Bishan,2021-05-09,3.57,Active
D01086,Cindy Sexton,SUV,Bedok,2024-12-02,4.93,Active
D01087,Rodney Love,MPV,Bedok,2025-06-09,4.46,Active
D01088,Christopher Garcia,SUV,Ang Mo Kio,2020-08-12,3.97,Active
D01089,Paige Arnold,Electric,Jurong,2024-06-15,4.72,Active
D01090,Howard Boone,MPV,Bishan,2025-01-12,3.61,Active
D01091,Roy Tucker,Sedan,Toa Payoh,2021-07-05,4.01,Active
D01092,Vanessa Jenkins DDS,Hatchback,Tampines,2026-03-10,3.64,Inactive
D01093,Tina Zamora,MPV,Bedok,2019-10-31,3.71,Active
D01094,Joshua Sandoval,Hatchback,Punggol,2024-02-10,3.81,Active
D01095,Bradley Peck,Electric,Toa Payoh,2024-04-24,4.83,Active
D01096,Teresa Dudley,SUV,Tampines,2026-01-18,3.59,Inactive
D01097,Denise Taylor,Premium,Singapore,2022-02-06,4.94,Active
D01098,Nicholas Mack,MPV,Woodlands,2019-11-06,4.49,Active
D01099,Derrick Roberts,Electric,Yishun,2019-07-07,4.46,Active
D01100,Kylie Nelson,SUV,Bedok,2025-08-02,4.61,Active
D01101,Sandra Bauer,MPV,Bedok,2024-12-31,4.69,Active
D01102,Lori Day,Electric,Toa Payoh,2019-03-24,4.3,Active
D01103,Justin Hampton,Premium,Ang Mo Kio,2026-03-16,4.29,Active
D01104,Kimberly Hamilton,SUV,Yishun,2022-11-15,4.57,Active
D01105,Anthony Fleming,Sedan,Woodlands,2021-10-15,4.8,Active
D01106,Robert Terry,Premium,Singapore,2023-01-16,4.1,Active
D01107,Sharon Jones,MPV,Toa Payoh,2021-10-02,3.54,Inactive
D01108,James Wilson,MPV,Ang Mo Kio,2025-06-07,4.49,Active
D01109,Wesley Collins,MPV,Bishan,2018-09-08,4.31,Active
D01110,Jerome Nelson,Sedan,Bishan,2024-07-18,4.43,Active
D01111,James Tate,Sedan,Toa Payoh,2022-09-18,4.47,Active
D01112,Kelly Robertson,SUV,Singapore,2024-09-13,3.97,Active
D01113,Gregory Harper,Hatchback,Bedok,2021-03-02,4.92,Active
D01114,Jason Lewis,Electric,Toa Payoh,2026-02-14,3.93,Inactive
D01115,Matthew Marshall,Sedan,Punggol,2021-06-11,4.25,Active
D01116,Jennifer Johnson,Hatchback,Bishan,2019-03-04,4.59,Active
D01117,Ashley Whitney,Sedan,Ang Mo Kio,2024-05-17,4.6,Active
D01118,Heather Meyer,Premium,Singapore,2020-11-24,3.57,Active
D01119,Matthew Garcia,SUV,Bishan,2024-02-21,4.88,Active
D01120,Kathleen Stephens,Electric,Punggol,2022-03-21,4.71,Active
D01121,Emily Johnson,Sedan,Bedok,2020-08-21,4.02,Active
D01122,Jennifer Moreno,Electric,Singapore,2023-08-05,4.66,Active
D01123,Tiffany Beltran,Hatchback,Bedok,2024-06-15,3.66,Active
D01124,Deborah Brown,Sedan,Ang Mo Kio,2020-09-21,4.81,Active
D01125,Daniel Jones,Hatchback,Woodlands,2024-09-12,4.39,Active
D01126,Jason Smith,Sedan,Bedok,2026-05-11,4.6,Active
D01127,Daniel Jones,Sedan,Yishun,2025-06-10,4.82,Active
D01128,Kimberly Andrade,Electric,Woodlands,2019-07-29,3.52,Active
D01129,Anna Jacobs,Premium,Yishun,2019-09-10,3.59,Active
D01130,Kimberly Bartlett,Sedan,Singapore,2018-11-22,4.52,Active
D01131,Amber Cooper,SUV,Punggol,2024-01-11,4.64,Active
D01132,Jason Estrada,MPV,Bedok,2023-05-08,4.88,Active
D01133,Dawn Russo,Electric,Bishan,2022-12-12,3.95,Active
D01134,Jill Williams,Electric,Jurong,2019-09-15,4.48,Inactive
D01135,Jeremy Garrett,Hatchback,Tampines,2024-11-07,4.58,Suspended
D01136,Lauren Herman,Electric,Punggol,2025-09-02,4.49,Active
D01137,Rodney Schneider,SUV,Yishun,2026-03-02,4.93,Active
D01138,Randall Andrade,Premium,Woodlands,2021-08-12,3.99,Active
D01139,Michael Richard,Hatchback,Woodlands,2023-10-16,3.86,Suspended
D01140,Richard Sims,Electric,Jurong,2019-01-17,4.77,Active
D01141,Erica Johnson MD,Premium,Toa Payoh,2020-01-06,4.64,Active
D01142,Tracy Lopez,SUV,Yishun,2021-07-01,4.83,Active
D01143,Yvonne Best,Sedan,Jurong,2019-05-25,4.65,Active
D01144,William Hall,SUV,Yishun,2023-05-26,4.22,Active
D01145,Jennifer Khan,Electric,Bishan,2023-07-16,3.6,Active
D01146,Audrey Lang,Premium,Ang Mo Kio,2022-02-14,4.29,Active
D01147,Nicholas Conley,SUV,Toa Payoh,2020-03-03,4.28,Active
D01148,Dylan Vega,Sedan,Toa Payoh,2025-12-25,4.55,Inactive
D01149,Cory Haney,Electric,Jurong,2024-04-18,4.41,Active
D01150,Molly Davis,MPV,Jurong,2018-08-13,4.38,Active
D01151,Adam Tate,Hatchback,Bedok,2022-12-23,4.46,Active
D01152,Melissa Guzman,Electric,Ang Mo Kio,2026-07-04,4.76,Active
D01153,Colleen Michael,MPV,Singapore,2026-07-16,4.65,Active
D01154,Kevin Lee,Electric,Yishun,2019-11-17,3.7,Active
D01155,Ronald Doyle,SUV,Woodlands,2021-01-29,3.88,Active
D01156,Lucas Hernandez,Sedan,Woodlands,2020-06-28,4.27,Active
D01157,Michael Payne,Electric,Toa Payoh,2023-11-15,4.14,Active
D01158,Michelle Watts,Sedan,Woodlands,2025-05-27,4.11,Active
D01159,Jessica Fleming,Premium,Woodlands,2020-07-11,4.14,Active
D01160,Scott Moody,MPV,Tampines,2024-08-15,4.88,Active
D01161,Sheena Montoya,Sedan,Woodlands,2021-11-01,3.59,Active
D01162,Leon Villa,Sedan,Yishun,2024-10-05,4.85,Active
D01163,Elizabeth Chambers,Sedan,Woodlands,2020-06-21,4.69,Active
D01164,Jonathan Floyd,Electric,Bishan,2023-07-07,4.0,Active
D01165,Alyssa Larsen,Electric,Singapore,2019-05-03,4.58,Inactive
D01166,Kathryn Brown,Hatchback,Ang Mo Kio,2023-10-07,3.8,Active
D01167,Melinda Williams,Premium,Singapore,2019-02-02,4.88,Active
D01168,Travis Small,Hatchback,Toa Payoh,2025-10-15,4.99,Active
D01169,Joanne Rodriguez,MPV,Woodlands,2021-06-03,4.2,Active
D01170,Melanie Adams,Sedan,Toa Payoh,2018-07-25,4.37,Active
D01171,James Martin,Hatchback,Singapore,2025-11-17,3.82,Active
D01172,David Bell,Electric,Bedok,2025-08-15,4.44,Suspended
D01173,Mrs. Lori Johnson,Sedan,Bedok,2018-11-17,4.06,Active
D01174,David Garcia,Sedan,Singapore,2024-09-26,3.52,Active
D01175,Kyle Burns,Sedan,Bishan,2026-07-12,4.04,Active
D01176,Andrew Sullivan,Premium,Bishan,2023-10-02,3.53,Active
D01177,Deborah Thompson,Electric,Bishan,2020-07-28,4.22,Active
D01178,Sherry Vasquez,SUV,Bedok,2019-05-14,4.43,Active
D01179,Christine Walters,SUV,Punggol,2022-08-12,3.65,Active
D01180,Lauren Cannon,Sedan,Woodlands,2026-01-30,3.5,Active
D01181,Russell Stevens,Premium,Ang Mo Kio,2022-02-26,3.75,Active
D01182,Christopher Williams,Sedan,Bishan,2022-12-24,3.73,Active
D01183,Megan Proctor,MPV,Jurong,2021-03-11,4.27,Active
D01184,Tamara Wright,Electric,Bedok,2018-10-09,4.43,Active
D01185,Dr. Wendy Dixon,Sedan,Bishan,2021-07-15,3.99,Active
D01186,Lindsey Hunt,Electric,Bedok,2019-09-11,4.68,Active
D01187,Robert Osborne,Electric,Bishan,2022-10-05,4.93,Active
D01188,David Delgado,Hatchback,Bishan,2024-09-15,3.98,Active
D01189,Jennifer Wilson,Sedan,Ang Mo Kio,2020-07-31,4.5,Active
D01190,Michael Miller,Electric,Singapore,2019-10-19,3.72,Active
D01191,Susan David,Electric,Toa Payoh,2022-12-29,3.9,Active
D01192,Marissa Brown,Electric,Woodlands,2023-03-25,4.29,Active
D01193,Eric Foster,Sedan,Ang Mo Kio,2025-05-03,4.37,Active
D01194,Leslie Miller,Premium,Woodlands,2020-11-25,4.73,Active
D01195,Regina Richards,Hatchback,Toa Payoh,2020-09-26,4.76,Active
D01196,Gary Klein,Electric,Bishan,2022-02-15,3.88,Active
D01197,Kevin Landry,Sedan,Bishan,2026-02-28,3.68,Active
D01198,Anne York,MPV,Bishan,2024-11-25,4.43,Active
D01199,Jo Hayes,MPV,Yishun,2020-01-22,4.46,Active
D01200,Justin Rios,SUV,Singapore,2022-11-25,4.48,Active
D01201,Tiffany Jackson,Hatchback,Punggol,2023-12-04,3.69,Active
D01202,Tamara Burns,MPV,Ang Mo Kio,2020-11-09,4.39,Active
D01203,Benjamin Johnson,Premium,Yishun,2025-05-11,4.38,Active
D01204,Julie Brown,Electric,Ang Mo Kio,2024-02-06,4.49,Active
